employee_id,business_unit,job_role,age,gender,marital_status,education_field,distance_from_home_km,years_at_company,total_working_years,months_since_last_promotion,overtime,job_satisfaction,work_life_balance,performance_rating,stock_option_level,monthly_income,attrition
275,R&D-Core,Analyst,51,Female,Single,Business,17,4,9,2,Yes,2,3,3,0,71300,No
276,Finance,Senior Analyst,36,Female,Single,Human Resources,28,1,9,4,No,3,3,3,0,88700,No
277,Sales-East,Senior Analyst,59,Male,Married,Other,11,4,10,15,No,4,2,3,0,93700,No
278,Finance,Senior Analyst,38,Male,Divorced,Marketing,16,0,6,6,Yes,3,2,3,0,73600,Yes
279,Customer Support,Manager,25,Female,Single,Technical Degree,26,1,3,12,Yes,2,2,3,3,108200,No
280,Customer Support,Associate,32,Female,Married,Other,21,6,11,19,Yes,2,2,3,0,49800,No
281,Finance,Senior Analyst,38,Female,Married,Human Resources,20,1,5,3,Yes,3,4,3,1,83100,No
282,R&D-Core,Associate,35,Female,Single,Life Sciences,18,12,14,5,No,3,3,3,1,69600,No
283,Sales-East,Associate,31,Female,Married,Life Sciences,8,4,6,12,Yes,2,4,3,0,44400,No
284,R&D-Platform,Analyst,33,Female,Divorced,Marketing,3,0,4,4,No,3,2,3,0,55600,No
285,Customer Support,Senior Analyst,49,Male,Single,Marketing,10,2,4,13,No,4,3,3,0,72100,No
286,Sales-West,Manager,35,Male,Married,Other,3,4,4,10,No,4,3,3,1,136600,No
287,Sales-West,Analyst,27,Male,Divorced,Marketing,17,5,12,2,No,4,4,3,1,68800,Yes
288,R&D-Platform,Associate,45,Male,Single,Human Resources,5,2,5,4,No,3,1,3,1,53500,Yes
289,Customer Support,Associate,49,Male,Divorced,Other,18,0,7,14,Yes,4,3,3,1,54700,No
290,Operations,Manager,40,Male,Married,Technical Degree,15,1,5,16,No,1,3,4,0,130800,No
291,Sales-East,Executive,49,Male,Married,Marketing,29,8,9,16,No,3,1,3,0,201000,No
292,Sales-West,Representative,28,Male,Single,Business,19,1,1,16,No,4,3,3,1,36900,No
293,Customer Support,Analyst,26,Male,Single,Technical Degree,28,1,7,18,Yes,4,2,3,1,63600,Yes
294,Finance,Manager,52,Female,Single,Human Resources,29,5,10,13,No,4,2,3,1,136700,No
295,Finance,Associate,51,Female,Divorced,Business,7,6,14,7,No,1,1,3,1,46400,No
296,Operations,Manager,41,Female,Divorced,Life Sciences,27,2,6,16,No,3,4,3,3,131900,No
297,Operations,Analyst,39,Female,Single,Marketing,15,9,13,18,No,4,2,3,2,65500,No
298,Customer Support,Analyst,38,Female,Married,Marketing,22,3,3,13,No,3,4,3,1,64600,No
299,Customer Support,Associate,29,Male,Single,Technical Degree,12,7,11,11,Yes,2,2,4,0,52400,Yes
300,R&D-Core,Manager,48,Male,Married,Business,12,1,2,14,No,3,4,3,0,87000,No
301,Finance,Representative,35,Female,Married,Life Sciences,1,0,1,4,Yes,4,4,3,1,37300,No
302,Sales-West,Representative,50,Female,Divorced,Business,10,2,6,3,No,2,3,3,2,46000,No
303,Customer Support,Representative,38,Male,Married,Business,8,4,7,14,Yes,4,4,3,1,37500,Yes
304,Customer Support,Associate,54,Male,Single,Life Sciences,21,4,12,14,Yes,4,2,4,2,46700,No
305,Finance,Senior Analyst,54,Female,Married,Marketing,13,0,5,7,No,3,2,3,0,93700,No
306,R&D-Platform,Representative,52,Female,Married,Human Resources,11,0,0,3,Yes,3,3,3,0,29700,No
307,R&D-Core,Analyst,31,Female,Divorced,Other,3,2,11,9,No,4,3,3,1,63600,No
308,R&D-Core,Associate,47,Female,Married,Business,23,5,10,5,No,1,4,3,2,53000,No
309,Sales-East,Analyst,50,Male,Single,Marketing,15,4,4,10,Yes,1,3,3,0,62700,Yes
310,Customer Support,Senior Analyst,49,Female,Single,Marketing,22,1,3,10,Yes,3,4,3,3,86600,No
311,HR,Associate,55,Male,Single,Human Resources,9,12,12,2,No,1,3,3,1,55200,No
312,R&D-Core,Analyst,27,Male,Single,Life Sciences,4,10,13,1,No,2,3,4,0,72700,No
313,HR,Senior Analyst,46,Female,Married,Human Resources,5,11,18,3,No,1,3,3,1,121300,No
314,Finance,Senior Analyst,48,Male,Single,Technical Degree,24,2,11,11,No,4,4,4,3,80900,No
315,R&D-Core,Manager,34,Female,Married,Technical Degree,20,2,3,11,Yes,3,2,3,3,118600,No
316,Customer Support,Analyst,30,Male,Divorced,Other,3,5,11,7,No,2,2,4,3,63400,No
317,Operations,Representative,43,Female,Divorced,Marketing,6,0,1,9,Yes,2,4,3,0,36900,Yes
318,R&D-Core,Senior Analyst,31,Female,Single,Business,10,1,3,9,No,2,2,3,2,83600,No
319,Sales-East,Analyst,43,Male,Married,Life Sciences,17,4,10,26,No,3,2,3,0,60500,No
320,Customer Support,Associate,25,Female,Married,Marketing,29,2,6,13,Yes,2,3,3,2,49400,No
321,Operations,Manager,36,Female,Single,Business,21,2,4,13,No,4,2,4,1,97900,No
322,Sales-East,Manager,36,Female,Married,Other,19,3,12,19,No,3,1,3,0,102200,No
323,Finance,Associate,49,Male,Single,Business,10,2,3,8,No,1,3,3,0,49100,No
324,Customer Support,Manager,21,Male,Married,Business,25,10,18,10,No,4,3,3,0,188500,No
325,Operations,Analyst,35,Female,Married,Other,28,2,2,7,Yes,3,1,3,1,59900,No
326,Sales-East,Associate,46,Female,Divorced,Marketing,27,2,6,18,No,1,2,3,0,49400,No
327,Sales-East,Analyst,40,Female,Single,Life Sciences,24,1,5,24,No,4,3,3,0,51900,No
328,Operations,Manager,50,Female,Married,Marketing,8,1,6,13,No,3,2,3,0,125000,Yes
329,Sales-East,Senior Analyst,54,Male,Married,Technical Degree,2,12,15,17,No,3,3,3,0,117900,No
330,Sales-West,Analyst,51,Female,Married,Marketing,24,4,8,7,No,3,1,4,0,71400,No
331,HR,Representative,34,Female,Divorced,Technical Degree,12,0,3,9,No,4,3,3,0,32000,No
332,R&D-Platform,Analyst,26,Female,Married,Technical Degree,11,3,4,5,No,4,2,3,1,79600,No
333,Customer Support,Associate,24,Male,Married,Life Sciences,22,6,10,13,Yes,3,4,3,1,47200,No
334,Sales-West,Analyst,46,Female,Married,Technical Degree,2,0,9,17,No,4,2,3,0,70200,No
335,Operations,Senior Analyst,25,Male,Married,Life Sciences,2,2,4,16,No,3,1,3,0,78900,No
336,Sales-West,Analyst,53,Female,Married,Marketing,4,4,6,12,No,2,2,4,0,73100,Yes
337,Customer Support,Executive,43,Female,Single,Marketing,7,1,9,16,Yes,4,4,3,0,213200,Yes
338,Sales-East,Analyst,22,Male,Single,Other,4,7,9,8,No,4,3,3,1,90300,No
339,R&D-Platform,Associate,51,Male,Married,Marketing,19,4,6,5,No,1,4,3,2,49600,No
340,Sales-East,Senior Analyst,28,Male,Married,Business,19,5,6,8,Yes,2,1,3,0,79200,Yes
341,R&D-Core,Analyst,59,Male,Divorced,Business,22,6,9,7,No,1,3,4,0,77400,No
342,R&D-Core,Associate,31,Female,Single,Technical Degree,19,2,11,6,No,1,3,4,1,43800,No
343,Finance,Manager,42,Male,Single,Life Sciences,16,11,19,8,No,2,4,3,0,139800,Yes
344,R&D-Platform,Associate,39,Male,Divorced,Other,25,7,16,7,No,3,2,3,3,50700,No
345,Sales-East,Senior Analyst,34,Male,Married,Human Resources,22,1,2,11,No,3,1,3,0,78300,No
346,Operations,Representative,27,Male,Single,Business,9,8,14,10,Yes,3,4,3,0,47100,Yes
347,Operations,Senior Analyst,23,Male,Single,Other,6,22,30,11,No,4,4,3,0,143800,No
348,Operations,Analyst,42,Female,Married,Other,23,10,15,11,Yes,2,3,4,0,83900,Yes
349,Sales-West,Representative,59,Female,Single,Technical Degree,12,2,3,2,No,4,4,4,1,40700,No
350,R&D-Core,Associate,34,Female,Married,Business,8,8,13,7,No,4,4,3,1,53200,No
351,Sales-West,Analyst,32,Female,Divorced,Human Resources,9,3,3,6,Yes,1,3,3,0,70500,Yes
352,Sales-East,Senior Analyst,46,Male,Married,Human Resources,10,2,5,16,Yes,1,3,3,0,102400,Yes
353,Sales-East,Analyst,59,Male,Married,Technical Degree,3,4,9,11,Yes,1,1,4,2,81300,No
354,R&D-Platform,Analyst,41,Female,Divorced,Business,20,3,11,12,No,3,3,3,0,66600,No
355,Sales-East,Manager,58,Male,Single,Marketing,13,9,10,11,No,3,3,3,0,147600,No
356,Sales-West,Senior Analyst,47,Female,Divorced,Business,12,12,17,4,No,2,3,4,1,103200,No
357,Customer Support,Representative,52,Male,Married,Technical Degree,5,3,5,16,No,3,3,3,0,36400,Yes
358,R&D-Platform,Analyst,30,Female,Single,Business,29,1,9,9,No,2,3,3,0,61800,No
359,Sales-West,Manager,42,Male,Single,Technical Degree,22,3,10,6,No,4,2,3,1,134400,No
360,Finance,Analyst,48,Male,Married,Other,10,6,12,4,No,4,4,4,0,59900,No
361,Sales-West,Analyst,35,Male,Single,Other,5,9,18,5,Yes,2,1,3,0,72600,Yes
362,R&D-Platform,Representative,49,Female,Married,Technical Degree,7,0,6,6,No,1,2,3,3,34200,No
363,Sales-West,Analyst,36,Female,Married,Technical Degree,13,1,8,6,No,3,2,4,0,57600,No
364,R&D-Platform,Executive,49,Female,Single,Technical Degree,26,3,9,16,No,1,3,3,0,182300,No
365,Finance,Manager,38,Male,Divorced,Business,23,0,0,3,No,3,3,3,0,124600,No
366,R&D-Platform,Manager,23,Male,Married,Marketing,26,2,9,5,Yes,3,3,3,0,113000,No
367,R&D-Core,Representative,24,Female,Married,Life Sciences,14,0,8,5,No,1,3,4,3,36800,No
368,Customer Support,Senior Analyst,57,Female,Single,Other,5,4,12,10,Yes,4,3,3,0,83400,Yes
369,Customer Support,Senior Analyst,45,Female,Married,Human Resources,7,1,5,11,No,3,1,3,1,89600,No
370,Sales-West,Representative,43,Female,Divorced,Other,10,3,9,9,No,3,3,3,1,33300,No
371,Sales-East,Senior Analyst,51,Male,Married,Other,3,4,11,20,No,3,3,3,2,107800,No
372,Sales-East,Analyst,31,Male,Married,Technical Degree,15,9,12,13,No,4,3,3,2,82500,No
373,Operations,Representative,35,Female,Married,Technical Degree,1,4,11,14,Yes,3,3,3,0,45100,No
374,Operations,Representative,37,Male,Married,Technical Degree,2,5,7,20,Yes,3,1,3,1,36400,Yes
375,Sales-West,Manager,46,Male,Married,Human Resources,20,1,9,5,No,3,3,3,0,104900,No
376,Operations,Analyst,41,Male,Single,Life Sciences,11,14,15,12,Yes,1,3,3,1,72300,Yes
377,Sales-West,Senior Analyst,31,Male,Single,Marketing,28,3,6,14,No,3,4,3,0,90200,No
378,R&D-Platform,Associate,41,Female,Single,Other,23,0,8,7,Yes,1,2,4,0,50400,No
379,R&D-Platform,Senior Analyst,35,Female,Divorced,Other,9,8,9,4,Yes,3,3,3,2,113800,Yes
380,Operations,Manager,30,Male,Single,Business,23,4,8,11,No,4,1,3,3,144500,Yes
381,Sales-East,Senior Analyst,28,Female,Single,Business,19,5,14,14,No,4,3,3,1,83900,No
382,R&D-Core,Manager,31,Female,Married,Other,5,3,3,15,No,4,1,3,2,146800,No
383,HR,Associate,42,Female,Married,Life Sciences,17,22,28,16,No,4,3,3,3,80800,No
384,Sales-East,Senior Analyst,35,Male,Divorced,Human Resources,9,2,7,16,Yes,4,3,3,0,84400,No
385,Sales-West,Analyst,37,Female,Single,Business,2,0,2,4,No,4,3,3,2,42500,Yes
386,R&D-Platform,Senior Analyst,51,Male,Single,Human Resources,8,0,8,17,No,3,3,3,1,77200,No
387,Operations,Senior Analyst,48,Male,Single,Human Resources,7,3,9,6,No,3,3,3,1,91100,No
388,Customer Support,Senior Analyst,38,Male,Married,Business,20,2,11,14,No,1,1,3,0,106200,No
389,Customer Support,Senior Analyst,43,Female,Single,Business,13,10,14,25,Yes,3,2,3,0,113100,No
390,Customer Support,Associate,22,Male,Married,Other,4,11,20,15,Yes,2,4,3,0,59300,No
391,Finance,Manager,36,Male,Married,Life Sciences,13,0,4,4,Yes,4,4,4,1,141600,No
392,Customer Support,Associate,38,Male,Married,Other,29,2,10,13,No,1,2,4,0,56100,Yes
393,Finance,Senior Analyst,32,Male,Married,Marketing,22,1,8,9,No,2,3,3,3,91200,No
394,Customer Support,Manager,28,Male,Single,Technical Degree,4,12,13,17,Yes,3,2,3,2,174600,No
395,R&D-Core,Manager,49,Male,Married,Human Resources,7,7,15,3,No,3,2,3,0,165800,No
396,Sales-West,Representative,21,Female,Divorced,Human Resources,16,2,7,16,No,3,3,3,0,34000,No
397,Customer Support,Executive,59,Male,Divorced,Human Resources,16,3,4,5,Yes,3,4,3,0,205000,No
398,Sales-West,Senior Analyst,59,Male,Married,Other,21,0,7,13,No,1,3,3,0,80800,No
399,Operations,Associate,45,Female,Divorced,Business,10,1,3,10,No,3,4,3,2,41200,No
400,HR,Manager,32,Female,Single,Human Resources,28,3,9,5,No,3,1,3,0,138100,Yes
401,R&D-Core,Senior Analyst,32,Female,Single,Business,10,3,3,7,No,2,4,3,1,104200,No
402,Operations,Senior Analyst,41,Female,Married,Business,18,8,11,11,No,4,1,3,1,127800,No
403,Sales-East,Associate,47,Female,Married,Business,16,2,5,13,Yes,4,1,3,3,51900,No
404,R&D-Platform,Manager,34,Male,Divorced,Human Resources,25,10,10,10,Yes,3,1,3,0,176100,No
405,Sales-East,Representative,38,Male,Married,Technical Degree,11,0,9,10,No,3,2,3,0,34300,No
406,Operations,Manager,23,Female,Single,Business,16,1,9,10,Yes,1,3,4,1,102300,No
407,HR,Analyst,55,Male,Married,Marketing,25,4,8,11,No,1,1,3,0,62300,No
408,Customer Support,Associate,56,Female,Single,Life Sciences,7,1,8,12,No,4,4,3,0,48400,No
409,Sales-West,Analyst,31,Male,Divorced,Life Sciences,15,25,26,1,No,3,3,4,2,97900,No
410,Customer Support,Analyst,57,Male,Single,Life Sciences,13,12,20,16,Yes,3,4,3,0,99400,No
411,Finance,Analyst,54,Female,Single,Human Resources,7,1,1,5,No,2,3,3,0,70400,No
412,Finance,Senior Analyst,28,Male,Single,Life Sciences,18,3,6,2,Yes,3,2,3,2,90500,No
413,Operations,Representative,26,Male,Single,Other,1,6,11,12,Yes,3,2,3,2,49500,No
414,R&D-Platform,Analyst,37,Female,Married,Technical Degree,16,11,13,5,Yes,3,4,3,0,85700,No
415,R&D-Core,Analyst,47,Male,Single,Life Sciences,27,10,15,6,No,4,3,3,2,92600,No
416,Finance,Analyst,35,Female,Single,Technical Degree,23,2,10,6,No,2,1,4,1,62300,Yes
417,Customer Support,Representative,49,Male,Married,Business,19,4,13,6,No,1,2,4,1,42700,No
418,R&D-Core,Senior Analyst,27,Male,Married,Other,16,3,9,10,No,4,2,4,1,90200,No
419,Finance,Manager,57,Male,Single,Business,27,11,13,10,Yes,2,3,4,0,159900,No
420,Sales-West,Representative,46,Male,Married,Other,12,6,12,5,No,2,4,3,3,46700,No
421,HR,Analyst,30,Male,Single,Marketing,6,0,3,12,No,4,3,3,0,73100,No
422,Customer Support,Analyst,51,Female,Single,Life Sciences,15,3,3,23,No,1,1,3,0,66400,Yes
423,Sales-East,Analyst,36,Male,Married,Other,17,3,12,9,No,3,4,3,0,67700,No
424,Finance,Associate,50,Male,Single,Other,16,1,2,11,Yes,2,4,3,0,41700,No
425,Sales-East,Associate,48,Male,Divorced,Human Resources,20,3,10,8,Yes,4,1,3,2,47900,No
426,Operations,Associate,47,Female,Single,Human Resources,1,5,12,15,Yes,3,2,3,2,54700,No
427,R&D-Platform,Executive,25,Female,Married,Human Resources,8,8,11,14,No,3,3,3,0,191300,Yes
428,R&D-Core,Associate,21,Male,Married,Other,10,6,14,0,No,3,4,3,0,50500,No
429,Finance,Executive,48,Female,Married,Human Resources,19,9,11,1,No,4,1,3,1,199500,No
430,R&D-Platform,Associate,29,Female,Married,Technical Degree,17,3,6,9,No,2,4,3,0,50200,Yes
431,Customer Support,Executive,23,Male,Single,Marketing,27,1,8,15,Yes,1,3,4,3,204400,No
432,Sales-East,Associate,41,Male,Single,Business,21,3,11,11,No,3,3,3,0,51000,No
433,HR,Analyst,57,Female,Single,Other,12,2,3,11,No,3,3,3,1,61600,No
434,HR,Executive,48,Male,Divorced,Life Sciences,13,1,2,3,No,2,3,3,3,164100,No
435,Operations,Associate,32,Female,Single,Marketing,26,2,3,15,Yes,4,2,3,2,38900,No
436,Sales-East,Analyst,36,Male,Single,Technical Degree,22,5,10,23,No,4,2,3,0,69200,No
437,R&D-Platform,Manager,48,Male,Married,Marketing,2,12,14,3,Yes,4,3,3,0,191700,Yes
438,Finance,Representative,38,Male,Married,Marketing,15,11,14,13,No,4,2,3,1,45200,No
439,HR,Analyst,42,Male,Married,Business,8,2,8,16,No,2,4,3,2,63200,No
440,Sales-East,Analyst,53,Male,Single,Marketing,11,4,9,13,No,3,2,3,2,63800,No
441,HR,Representative,23,Male,Single,Business,26,2,6,12,No,4,3,3,2,32300,No
442,Sales-West,Senior Analyst,21,Male,Married,Marketing,8,6,7,6,No,1,1,3,1,112600,Yes
443,Sales-West,Manager,55,Male,Single,Human Resources,14,1,6,8,Yes,4,3,3,2,133700,No
444,Customer Support,Representative,31,Male,Single,Technical Degree,24,4,7,24,Yes,3,3,4,2,32600,Yes
445,Sales-West,Manager,53,Male,Married,Other,23,1,6,10,No,2,3,4,0,106100,No
446,R&D-Platform,Associate,32,Male,Single,Technical Degree,27,1,5,7,No,4,3,4,3,53500,No
447,Customer Support,Senior Analyst,54,Female,Divorced,Other,21,5,14,12,Yes,3,3,4,0,88000,No
448,Finance,Associate,59,Male,Single,Human Resources,22,1,6,6,No,2,2,4,0,46100,No
449,HR,Analyst,56,Female,Married,Technical Degree,12,4,12,6,No,4,4,3,0,59300,No
450,Customer Support,Analyst,29,Male,Married,Business,7,2,4,13,No,4,4,3,1,66000,No
451,R&D-Platform,Analyst,41,Female,Married,Technical Degree,21,0,6,11,Yes,1,3,3,0,54600,No
452,Finance,Analyst,22,Male,Married,Business,21,7,13,1,No,4,3,4,1,67600,No
453,Customer Support,Analyst,31,Male,Single,Other,22,12,20,17,No,2,2,3,2,71300,Yes
454,Finance,Analyst,37,Male,Married,Other,15,2,4,4,Yes,4,2,3,0,77500,Yes
455,Finance,Manager,22,Female,Married,Business,3,4,4,2,No,3,3,3,0,174600,No
456,R&D-Core,Representative,46,Male,Single,Business,27,5,14,16,Yes,4,3,3,1,41300,Yes
457,HR,Associate,28,Male,Married,Technical Degree,20,10,19,3,Yes,4,2,3,0,63000,Yes
458,R&D-Core,Senior Analyst,26,Male,Married,Marketing,1,1,3,5,No,1,4,3,2,93400,No
459,Customer Support,Senior Analyst,46,Female,Married,Business,6,8,13,23,Yes,3,3,4,2,105600,No
460,R&D-Core,Analyst,53,Male,Married,Human Resources,23,8,9,4,No,4,2,3,0,73700,No
461,R&D-Platform,Associate,59,Male,Married,Business,20,1,3,10,No,3,4,3,1,44500,Yes
462,Customer Support,Analyst,28,Male,Married,Technical Degree,14,2,4,15,Yes,2,3,3,1,69400,No
463,R&D-Platform,Senior Analyst,51,Female,Divorced,Marketing,13,0,6,7,No,3,3,3,2,73100,No
464,R&D-Core,Associate,48,Male,Married,Marketing,25,1,6,15,Yes,1,4,3,3,41900,No
465,Customer Support,Senior Analyst,52,Male,Divorced,Business,19,2,3,10,Yes,2,1,3,1,97500,No
466,R&D-Core,Associate,27,Male,Married,Marketing,18,10,14,5,No,4,1,3,0,49100,No
467,Customer Support,Associate,39,Male,Single,Business,5,7,15,20,No,4,4,3,0,64600,No
468,Customer Support,Manager,55,Male,Single,Marketing,1,1,7,16,No,4,2,3,3,119800,No
469,R&D-Platform,Analyst,43,Female,Single,Technical Degree,23,3,4,7,No,1,3,3,0,66900,No
470,Finance,Analyst,28,Male,Single,Human Resources,21,17,18,5,Yes,3,4,3,0,104500,No
471,Sales-East,Representative,21,Male,Single,Business,28,3,10,9,No,3,2,4,2,38000,No
472,R&D-Core,Senior Analyst,49,Female,Married,Life Sciences,16,5,9,7,No,3,4,3,2,99300,No
473,Customer Support,Analyst,23,Female,Married,Human Resources,20,6,7,14,No,2,2,3,1,66100,Yes
474,HR,Representative,53,Female,Married,Human Resources,7,1,6,4,Yes,2,4,4,1,38200,No
475,HR,Manager,46,Male,Married,Marketing,14,0,0,1,No,4,1,3,3,129700,No
476,Finance,Representative,30,Male,Married,Technical Degree,4,9,18,14,Yes,4,3,3,1,40000,No
477,Finance,Senior Analyst,29,Male,Single,Other,4,1,6,10,Yes,3,4,3,0,94300,No
478,HR,Senior Analyst,24,Male,Divorced,Life Sciences,12,0,8,8,No,3,3,3,3,94600,No
479,R&D-Core,Representative,34,Female,Single,Other,3,11,14,4,No,2,3,3,3,49100,No
480,Sales-West,Analyst,43,Female,Married,Marketing,17,0,5,12,No,3,3,3,2,54900,No
481,R&D-Core,Senior Analyst,32,Female,Married,Technical Degree,8,0,3,8,No,4,3,3,0,94200,No
482,R&D-Core,Senior Analyst,40,Male,Single,Other,14,2,5,5,No,4,3,3,0,104400,No
483,R&D-Platform,Associate,45,Male,Divorced,Technical Degree,21,8,17,3,No,1,2,4,0,52700,No
484,Operations,Analyst,39,Male,Married,Human Resources,1,4,5,15,Yes,4,3,3,1,53100,No
485,R&D-Core,Senior Analyst,30,Male,Married,Marketing,13,5,8,3,No,3,4,3,2,89900,No
486,R&D-Platform,Analyst,51,Male,Single,Life Sciences,5,0,6,11,No,3,3,3,1,60200,No
487,R&D-Core,Senior Analyst,49,Male,Single,Life Sciences,4,4,11,11,No,2,2,3,0,109600,Yes
488,HR,Associate,39,Male,Married,Human Resources,20,2,7,12,No,4,3,4,0,54300,No
489,Operations,Senior Analyst,28,Male,Single,Life Sciences,14,2,4,12,Yes,3,2,3,2,97300,No
490,Operations,Analyst,40,Male,Single,Business,16,2,6,21,Yes,4,3,3,0,59000,Yes
491,R&D-Core,Representative,35,Female,Married,Technical Degree,22,2,7,5,No,1,3,3,2,40400,No
492,Sales-West,Senior Analyst,40,Male,Single,Life Sciences,22,1,8,7,No,3,4,3,1,87600,No
493,Operations,Representative,25,Male,Divorced,Other,3,2,10,9,Yes,2,3,3,0,32800,No
494,R&D-Platform,Analyst,38,Female,Married,Technical Degree,13,3,7,5,No,3,2,3,0,52000,No
495,Finance,Analyst,22,Female,Married,Business,16,4,7,7,No,2,4,3,2,75000,No
496,Sales-East,Senior Analyst,36,Female,Divorced,Marketing,8,5,12,22,No,3,3,3,3,79500,Yes
497,Customer Support,Associate,48,Female,Divorced,Other,16,7,8,7,Yes,1,2,4,0,62400,Yes
498,R&D-Core,Associate,27,Female,Married,Human Resources,24,3,5,4,No,3,3,3,2,61900,No
499,R&D-Platform,Analyst,25,Male,Married,Other,21,4,13,4,No,2,1,3,1,67500,No
500,Sales-West,Associate,32,Female,Single,Business,7,2,5,6,No,4,2,3,0,43100,No
501,R&D-Core,Analyst,56,Male,Single,Other,19,3,8,0,No,2,2,3,0,60700,No
502,Customer Support,Executive,31,Male,Single,Marketing,2,2,11,17,Yes,2,3,4,0,176100,No
503,Customer Support,Representative,57,Female,Single,Marketing,6,4,9,17,No,2,2,3,3,41000,No
504,R&D-Platform,Analyst,30,Male,Single,Life Sciences,11,12,17,5,No,4,2,3,1,91100,No
505,Customer Support,Analyst,23,Male,Single,Other,16,5,8,9,Yes,1,3,3,0,63100,Yes
506,R&D-Platform,Analyst,51,Male,Married,Life Sciences,14,2,11,5,No,2,3,3,0,61200,No
507,R&D-Core,Executive,25,Male,Single,Marketing,7,6,15,15,No,4,2,3,1,196700,No
508,HR,Senior Analyst,25,Female,Single,Human Resources,7,3,3,14,Yes,3,3,3,0,105000,Yes
509,Sales-West,Manager,41,Female,Married,Human Resources,10,0,9,5,Yes,4,4,3,0,133700,No
510,R&D-Core,Analyst,29,Male,Single,Life Sciences,28,1,10,18,Yes,1,3,3,0,55800,No
511,Finance,Associate,44,Male,Married,Human Resources,13,10,17,11,No,1,4,3,1,56500,No
512,Customer Support,Analyst,41,Female,Single,Human Resources,7,16,16,12,No,3,4,4,0,90600,No
513,Sales-East,Associate,48,Female,Married,Technical Degree,19,12,15,15,Yes,2,2,3,1,48600,Yes
514,Customer Support,Senior Analyst,33,Male,Single,Business,4,1,8,14,No,2,3,4,0,82200,Yes
515,Customer Support,Executive,31,Female,Married,Life Sciences,3,18,24,19,Yes,3,3,3,1,281900,No
516,R&D-Platform,Analyst,30,Female,Divorced,Business,20,1,6,2,No,3,4,4,0,51900,No
517,Sales-East,Manager,50,Female,Single,Human Resources,1,1,4,19,Yes,2,3,3,1,126800,Yes
518,Finance,Senior Analyst,35,Female,Married,Business,5,6,7,8,Yes,1,3,3,0,100900,No
519,Sales-West,Senior Analyst,54,Female,Married,Business,9,1,7,9,No,3,4,4,0,82000,No
520,Finance,Manager,40,Male,Single,Life Sciences,9,0,3,4,No,3,1,4,2,134500,No
521,R&D-Core,Associate,51,Female,Single,Human Resources,18,1,9,10,No,4,1,3,0,41400,No
522,Finance,Analyst,47,Female,Divorced,Technical Degree,12,1,5,5,No,3,3,4,0,64900,No
523,Sales-West,Associate,48,Male,Married,Human Resources,19,3,3,6,No,2,3,3,1,47700,No
524,R&D-Platform,Representative,58,Male,Married,Marketing,8,8,13,4,No,4,3,3,1,48900,No
525,R&D-Platform,Senior Analyst,38,Female,Married,Technical Degree,7,4,12,8,No,2,4,3,0,86700,No
526,Finance,Representative,54,Male,Divorced,Human Resources,19,2,6,1,No,4,2,3,1,39700,No
527,Sales-West,Associate,53,Female,Single,Marketing,3,2,8,7,No,4,1,3,2,51100,No
528,Operations,Analyst,37,Female,Married,Life Sciences,5,1,1,8,Yes,3,2,3,0,70000,No
529,Sales-West,Representative,48,Female,Married,Other,15,3,3,7,No,3,3,3,0,45300,No
530,R&D-Core,Analyst,38,Male,Married,Life Sciences,19,7,16,4,No,2,2,3,0,59900,Yes
531,Sales-West,Executive,46,Male,Single,Life Sciences,15,2,2,9,No,3,3,3,1,189400,No
532,Sales-East,Manager,37,Female,Married,Other,4,1,4,7,Yes,1,3,3,0,108300,No
533,R&D-Core,Senior Analyst,40,Male,Married,Other,27,3,6,4,No,4,2,3,0,103200,No
534,Customer Support,Associate,30,Female,Married,Other,17,0,7,8,No,3,3,4,0,52100,No
535,Finance,Analyst,45,Male,Single,Life Sciences,18,11,19,9,No,3,3,3,2,77100,No
536,Sales-West,Associate,58,Male,Married,Life Sciences,29,4,13,11,No,4,4,3,0,51900,No
537,Sales-East,Executive,34,Male,Married,Life Sciences,21,4,9,18,No,4,4,3,0,232300,No
538,R&D-Core,Senior Analyst,23,Male,Married,Business,23,13,22,11,No,2,2,3,1,121000,No
539,Customer Support,Analyst,48,Male,Single,Technical Degree,4,0,9,15,No,4,2,4,0,59100,Yes
540,R&D-Platform,Analyst,28,Male,Married,Life Sciences,28,2,3,2,No,4,4,3,1,51600,No
541,Operations,Analyst,48,Female,Single,Other,26,0,5,23,No,2,4,3,0,55100,No
542,Finance,Senior Analyst,46,Female,Married,Technical Degree,16,13,21,9,No,3,4,4,0,131900,No
543,Finance,Senior Analyst,58,Male,Married,Life Sciences,17,1,2,6,No,3,3,3,3,72900,No
544,Customer Support,Associate,43,Male,Divorced,Other,5,7,12,10,Yes,3,2,3,0,56300,No
545,Customer Support,Associate,25,Male,Single,Other,9,10,18,13,No,3,3,3,0,60000,No
546,R&D-Core,Senior Analyst,31,Female,Divorced,Other,11,7,13,5,No,3,4,4,0,102800,No
547,Sales-West,Representative,31,Male,Single,Business,14,1,5,6,No,3,3,3,1,39400,Yes
548,R&D-Platform,Executive,57,Female,Single,Technical Degree,23,7,9,12,Yes,3,3,3,0,199200,No
549,R&D-Platform,Senior Analyst,54,Male,Single,Business,26,12,17,9,No,3,1,3,0,134200,No
550,Sales-East,Analyst,36,Male,Single,Business,4,3,4,18,No,1,3,3,0,62200,No
