customer_id,recency_days,frequency,monetary,R,F,M,rfm_score,segment
1118,22,6,5478.02,4,2,2,8,Potential Loyalists
1119,48,11,12923.47,3,3,4,10,Loyal Customers
1120,218,7,2695.94,1,2,1,4,Hibernating
1121,32,11,12709.67,4,3,4,11,Loyal Customers
1122,246,6,5062.58,1,2,2,5,At Risk
1123,200,3,3386.5,1,1,2,4,Hibernating
1124,28,13,11903.21,4,4,4,12,Loyal Customers
1125,2,29,67437.19,5,5,5,15,Champions
1126,104,13,6142.5,2,4,3,9,Potential Loyalists
1127,322,2,1283.75,1,1,1,3,Hibernating
1128,52,10,7859.76,3,3,3,9,Potential Loyalists
1129,103,11,10044.869999999999,2,3,4,9,Potential Loyalists
1130,85,12,4033.66,2,4,2,8,Potential Loyalists
1131,4,6,2358.73,5,2,1,8,Potential Loyalists
1132,17,14,10947.48,5,4,4,13,Champions
1133,30,9,14402.87,4,3,4,11,Loyal Customers
1134,90,14,7197.0,2,4,3,9,Potential Loyalists
1135,459,5,3653.3,1,1,2,4,Hibernating
1136,119,8,30518.15,2,2,5,9,Potential Loyalists
1137,33,18,8984.23,4,5,4,13,Champions
1138,52,19,13394.18,3,5,4,12,Loyal Customers
1139,1,11,6970.16,5,3,3,11,Loyal Customers
1140,88,13,5693.1,2,4,2,8,Potential Loyalists
1141,190,1,621.95,1,1,1,3,Hibernating
1142,264,5,1865.94,1,1,1,3,Hibernating
1143,74,11,5701.5,3,3,2,8,Potential Loyalists
1144,40,5,3959.42,3,1,2,6,At Risk
1145,91,11,15395.84,2,4,5,11,Loyal Customers
1146,14,7,11643.84,5,2,4,11,Loyal Customers
1147,493,2,3071.91,1,1,1,3,Hibernating
1148,11,21,16490.14,5,5,5,15,Champions
1149,50,11,32601.43,3,4,5,12,Loyal Customers
1150,248,3,3277.08,1,1,1,3,Hibernating
1151,33,9,6961.72,4,3,3,10,Loyal Customers
1152,3,7,3694.0400000000004,5,2,2,9,Potential Loyalists
1153,252,4,3566.76,1,1,2,4,Hibernating
1154,152,6,2645.38,1,2,1,4,Hibernating
1155,33,7,9758.85,4,2,4,10,Loyal Customers
1156,148,10,8131.1900000000005,1,3,3,7,Potential Loyalists
1157,39,7,3830.75,3,2,2,7,Potential Loyalists
1158,141,5,5541.5599999999995,2,1,2,5,At Risk
1159,251,5,2738.4400000000005,1,1,1,3,Hibernating
1160,84,7,51878.09,2,2,5,9,Potential Loyalists
1161,33,9,6662.42,4,3,3,10,Loyal Customers
1162,170,7,14582.6,1,2,5,8,Potential Loyalists
1163,20,8,2997.36,4,2,1,7,Potential Loyalists
1164,103,11,7337.76,2,4,3,9,Potential Loyalists
1165,96,11,21612.52,2,4,5,11,Loyal Customers
1166,53,13,4509.72,3,4,2,9,Potential Loyalists
1167,12,9,5154.349999999999,5,3,2,10,Loyal Customers
1168,89,10,10599.4,2,3,4,9,Potential Loyalists
1169,72,9,7589.66,3,3,3,9,Potential Loyalists
1170,13,13,16374.1,5,4,5,14,Champions
1171,49,14,7023.179999999999,3,4,3,10,Loyal Customers
1172,6,10,11787.36,5,3,4,12,Loyal Customers
1173,111,3,2094.41,2,1,1,4,Hibernating
1174,114,12,7340.46,2,4,3,9,Potential Loyalists
1175,8,12,6402.36,5,4,3,12,Loyal Customers
1176,34,25,23575.07,4,5,5,14,Champions
1177,100,11,6306.87,2,4,3,9,Potential Loyalists
1178,457,3,2480.37,1,1,1,3,Hibernating
1179,65,13,10296.74,3,4,4,11,Loyal Customers
1180,2,12,11214.21,5,4,4,13,Champions
1182,77,6,9782.96,2,2,4,8,Potential Loyalists
1183,30,6,5229.67,4,2,2,8,Potential Loyalists
1184,66,13,16203.07,3,4,5,12,Loyal Customers
1185,332,4,1586.56,1,1,1,3,Hibernating
1186,136,5,5478.929999999999,2,1,2,5,At Risk
1187,96,8,2362.77,2,2,1,5,At Risk
1188,330,3,2124.1600000000003,1,1,1,3,Hibernating
1189,33,5,3545.48,4,1,2,7,Potential Loyalists
1190,14,12,4116.29,5,4,2,11,Loyal Customers
1191,200,5,4334.5,1,1,2,4,Hibernating
1192,2,26,19674.09,5,5,5,15,Champions
1193,77,2,2068.26,2,1,1,4,Hibernating
1194,82,12,8569.74,2,4,3,9,Potential Loyalists
1195,29,18,14331.19,4,5,4,13,Champions
1196,67,6,3675.26,3,2,2,7,Potential Loyalists
1197,38,15,8792.39,4,5,4,13,Champions
1198,20,8,4699.3,4,2,2,8,Potential Loyalists
1199,94,6,4978.45,2,2,2,6,At Risk
1200,17,11,5639.44,5,4,2,11,Loyal Customers
1201,87,15,12567.44,2,5,4,11,Loyal Customers
1202,97,9,8638.45,2,3,3,8,Potential Loyalists
1203,49,9,4697.66,3,3,2,8,Potential Loyalists
1204,158,6,4351.71,1,2,2,5,At Risk
1205,14,23,26565.940000000002,5,5,5,15,Champions
1206,29,5,3741.0299999999997,4,1,2,7,Potential Loyalists
1207,128,21,19081.71,2,5,5,12,Loyal Customers
1208,40,17,20934.86,3,5,5,13,Champions
1209,336,3,2341.08,1,1,1,3,Hibernating
1211,50,13,8265.48,3,4,3,10,Loyal Customers
1212,35,10,14713.32,4,3,5,12,Loyal Customers
1213,99,8,8151.860000000001,2,2,3,7,Potential Loyalists
1214,133,15,9683.96,2,5,4,11,Loyal Customers
1215,158,6,16791.57,1,2,5,8,Potential Loyalists
1216,522,1,504.08,1,1,1,3,Hibernating
1217,14,12,19546.43,5,4,5,14,Champions
1218,46,28,16888.89,3,5,5,13,Champions
1219,166,3,904.63,1,1,1,3,Hibernating
1220,18,14,1952744.56,4,4,5,13,Champions
1221,4,4,3345.7200000000003,5,1,1,7,Potential Loyalists
1222,178,7,19629.15,1,2,5,8,Potential Loyalists
1223,2,10,13844.57,5,3,4,12,Loyal Customers
1224,325,6,3381.36,1,2,2,5,At Risk
1225,36,16,7291.34,4,5,3,12,Loyal Customers
1226,243,7,9614.369999999999,1,2,4,7,Potential Loyalists
1227,17,14,8542.59,5,4,3,12,Loyal Customers
1228,164,5,7315.64,1,1,3,5,At Risk
1229,82,13,7630.5,2,4,3,9,Potential Loyalists
1230,10,11,7841.17,5,4,3,12,Loyal Customers
1231,93,12,7961.2,2,4,3,9,Potential Loyalists
1232,106,9,4106.2300000000005,2,3,2,7,Potential Loyalists
1233,57,6,2756.9,3,2,1,6,At Risk
1234,9,9,52679.21,5,3,5,13,Champions
1235,5,11,29397.61,5,4,5,14,Champions
1236,8,9,7334.52,5,3,3,11,Loyal Customers
1237,31,20,13429.47,4,5,4,13,Champions
1238,87,15,10703.19,2,5,4,11,Loyal Customers
1239,13,10,5638.7,5,3,2,10,Loyal Customers
1240,4,11,5251.17,5,4,2,11,Loyal Customers
1241,74,16,11243.23,3,5,4,12,Loyal Customers
1242,639,3,2994.09,1,1,1,3,Hibernating
1243,323,10,4391.09,1,3,2,6,At Risk
1244,25,7,23353.46,4,2,5,11,Loyal Customers
1245,29,10,4895.42,4,3,2,9,Potential Loyalists
1246,43,7,3550.18,3,2,2,7,Potential Loyalists
1247,26,9,6462.84,4,3,3,10,Loyal Customers
1248,315,6,4043.97,1,2,2,5,At Risk
1249,69,5,4788.69,3,1,2,6,At Risk
1250,50,14,59113.2,3,4,5,12,Loyal Customers
1251,54,12,22071.73,3,4,5,12,Loyal Customers
1252,46,4,2454.67,3,1,1,5,At Risk
1253,11,18,26272.51,5,5,5,15,Champions
1254,74,14,8868.97,3,4,4,11,Loyal Customers
1255,83,3,741.84,2,1,1,4,Hibernating
1256,65,13,9056.86,3,4,4,11,Loyal Customers
1257,43,19,8133.360000000001,3,5,3,11,Loyal Customers
1258,1,14,7131.22,5,4,3,12,Loyal Customers
1259,163,3,5302.55,1,1,2,4,Hibernating
1260,57,8,2783.8199999999997,3,2,1,6,At Risk
1261,239,1,92.88,1,1,1,3,Hibernating
1262,163,7,4017.9300000000003,1,2,2,5,At Risk
1263,41,10,11260.77,3,3,4,10,Loyal Customers
1264,2,11,7172.13,5,4,3,12,Loyal Customers
1265,73,8,30127.64,3,2,5,10,Loyal Customers
1266,5,8,3818.08,5,2,2,9,Potential Loyalists
1267,161,2,8771.23,1,1,4,6,At Risk
1268,274,9,7497.85,1,3,3,7,Potential Loyalists
1269,41,14,8531.51,3,4,3,10,Loyal Customers
1270,47,14,9159.88,3,4,4,11,Loyal Customers
1271,47,7,1530.7,3,2,1,6,At Risk
1272,102,10,7391.6,2,3,3,8,Potential Loyalists
1273,13,9,6648.94,5,3,3,11,Loyal Customers
1274,69,9,4258.57,3,3,2,8,Potential Loyalists
1275,87,10,5264.83,2,3,2,7,Potential Loyalists
1276,16,17,17997.67,5,5,5,15,Champions
1277,35,12,9761.71,4,4,4,12,Loyal Customers
1278,10,13,14757.07,5,4,5,14,Champions
1279,94,18,13218.16,2,5,4,11,Loyal Customers
1280,120,3,5236.360000000001,2,1,2,5,At Risk
1281,49,12,9181.39,3,4,4,11,Loyal Customers
1282,92,15,26937.59,2,5,5,12,Loyal Customers
1283,160,6,3958.05,1,2,2,5,At Risk
1284,22,7,3630.69,4,2,2,8,Potential Loyalists
1285,103,4,3970.23,2,1,2,5,At Risk
1286,13,9,13945.42,5,3,4,12,Loyal Customers
1287,50,20,24931.71,3,5,5,13,Champions
1288,88,14,15373.39,2,4,5,11,Loyal Customers
1289,18,14,11096.52,4,4,4,12,Loyal Customers
1290,74,3,8030.0599999999995,3,1,3,7,Potential Loyalists
1291,61,23,65789.1,3,5,5,13,Champions
1292,102,3,2315.2999999999997,2,1,1,4,Hibernating
1293,22,15,14744.65,4,5,5,14,Champions
1294,59,16,6444.7,3,5,3,11,Loyal Customers
1295,28,3,5000.09,4,1,2,7,Potential Loyalists
1296,94,10,17533.19,2,3,5,10,Loyal Customers
1297,45,13,12650.35,3,4,4,11,Loyal Customers
1298,340,5,4383.49,1,1,2,4,Hibernating
1299,2,8,10323.24,5,2,4,11,Loyal Customers
1300,497,2,1121.56,1,1,1,3,Hibernating
1301,47,9,108766.76,3,3,5,11,Loyal Customers
1302,47,18,14605.08,3,5,5,13,Champions
1303,177,2,1728.25,1,1,1,3,Hibernating
1304,115,12,5922.0,2,4,3,9,Potential Loyalists
1305,13,17,15889.449999999999,5,5,5,15,Champions
1306,205,3,2733.56,1,1,1,3,Hibernating
1307,162,12,10240.77,1,4,4,9,Potential Loyalists
1308,171,11,3677.0,1,4,2,7,Potential Loyalists
1309,36,21,19576.1,4,5,5,14,Champions
1310,21,10,4196.2,4,3,2,9,Potential Loyalists
1311,249,3,1125.1100000000001,1,1,1,3,Hibernating
1312,60,12,8268.11,3,4,3,10,Loyal Customers
1313,68,13,18647.19,3,4,5,12,Loyal Customers
1314,213,14,16552.55,1,4,5,10,Loyal Customers
1315,18,17,6904.24,4,5,3,12,Loyal Customers
1316,28,7,4071.2599999999998,4,2,2,8,Potential Loyalists
1317,168,4,1858.92,1,1,1,3,Hibernating
1318,111,11,10882.210000000001,2,4,4,10,Loyal Customers
1319,253,5,7621.959999999999,1,1,3,5,At Risk
1320,58,14,7078.14,3,4,3,10,Loyal Customers
1321,193,11,9175.44,1,4,4,9,Potential Loyalists
1322,15,18,10441.1,5,5,4,14,Champions
1323,55,10,4754.44,3,3,2,8,Potential Loyalists
1324,26,12,5522.04,4,4,2,10,Loyal Customers
1325,31,5,4060.74,4,1,2,7,Potential Loyalists
1326,33,6,4383.53,4,2,2,8,Potential Loyalists
1327,77,21,11726.76,2,5,4,11,Loyal Customers
1328,2,21,27334.5,5,5,5,15,Champions
1329,24,15,7427.900000000001,4,5,3,12,Loyal Customers
1330,24,15,7790.25,4,5,3,12,Loyal Customers
1331,85,9,4217.0199999999995,2,3,2,7,Potential Loyalists
1332,189,7,4945.9,1,2,2,5,At Risk
1333,36,17,27995.97,4,5,5,14,Champions
1334,1,6,4110.55,5,2,2,9,Potential Loyalists
1335,9,13,5340.97,5,4,2,11,Loyal Customers
1336,118,7,5071.15,2,2,2,6,At Risk
1337,9,18,12646.48,5,5,4,14,Champions
1338,268,11,3804.4,1,4,2,7,Potential Loyalists
1339,119,9,6912.63,2,3,3,8,Potential Loyalists
1340,151,10,3597.5299999999997,1,3,2,6,At Risk
1341,169,7,4433.009999999999,1,2,2,5,At Risk
1342,5,11,5040.33,5,4,2,11,Loyal Customers
1343,44,20,10125.630000000001,3,5,4,12,Loyal Customers
1344,47,7,19528.5,3,2,5,10,Loyal Customers
1345,186,5,5373.24,1,1,2,4,Hibernating
1346,8,10,6962.35,5,3,3,11,Loyal Customers
1347,18,23,12830.720000000001,4,5,4,13,Champions
1348,59,10,17354.49,3,3,5,11,Loyal Customers
1349,190,4,3636.8,1,1,2,4,Hibernating
1350,23,15,24274.42,4,5,5,14,Champions
1351,248,2,2080.13,1,1,1,3,Hibernating
1352,41,3,1364.15,3,1,1,5,At Risk
1353,373,2,2540.4100000000003,1,1,1,3,Hibernating
1354,4,11,10641.38,5,4,4,13,Champions
1355,56,14,8489.1,3,4,3,10,Loyal Customers
1356,54,13,10709.689999999999,3,4,4,11,Loyal Customers
1357,59,10,10731.34,3,3,4,10,Loyal Customers
1358,155,3,17730.09,1,1,5,7,Potential Loyalists
1359,133,5,2964.1000000000004,2,1,1,4,Hibernating
1360,229,5,9765.23,1,1,4,6,At Risk
1361,1,12,8344.51,5,4,3,12,Loyal Customers
1362,205,8,5554.17,1,2,2,5,At Risk
1363,127,3,1072.2,2,1,1,4,Hibernating
1364,25,9,64739.39,4,3,5,12,Loyal Customers
1365,21,13,13330.0,4,4,4,12,Loyal Customers
1366,177,5,1532.03,1,1,1,3,Hibernating
1367,33,9,5717.21,4,3,2,9,Potential Loyalists
1368,25,16,30119.57,4,5,5,14,Champions
1369,173,12,10018.619999999999,1,4,4,9,Potential Loyalists
1370,15,16,10955.63,5,5,4,14,Champions
1371,7,14,7061.58,5,4,3,12,Loyal Customers
1372,61,10,6732.75,3,3,3,9,Potential Loyalists
1373,1,33,40931.97,5,5,5,15,Champions
1374,96,9,7045.25,2,3,3,8,Potential Loyalists
1375,12,15,19723.09,5,5,5,15,Champions
1376,5,10,3319.12,5,3,1,9,Potential Loyalists
1377,42,5,7299.929999999999,3,1,3,7,Potential Loyalists
1378,39,10,10440.31,3,3,4,10,Loyal Customers
1379,54,9,8423.75,3,3,3,9,Potential Loyalists
1380,91,9,6250.320000000001,2,3,3,8,Potential Loyalists
1381,8,16,22806.47,5,5,5,15,Champions
1382,203,7,3438.42,1,2,2,5,At Risk
1383,62,13,16352.859999999999,3,4,5,12,Loyal Customers
1384,195,6,4339.43,1,2,2,5,At Risk
1385,4,12,17880.11,5,4,5,14,Champions
1386,8,12,5165.48,5,4,2,11,Loyal Customers
1387,141,7,10869.570000000002,2,2,4,8,Potential Loyalists
1388,42,20,15116.24,3,5,5,13,Champions
1389,105,6,2679.34,2,2,1,5,At Risk
1390,38,8,36165.7,4,2,5,11,Loyal Customers
1391,93,7,4462.08,2,2,2,6,At Risk
1392,2,11,10312.25,5,4,4,13,Champions
1393,119,11,92350.94,2,4,5,11,Loyal Customers
1394,4,23,42879.77,5,5,5,15,Champions
1395,31,14,52067.4,4,4,5,13,Champions
1396,63,4,1206.88,3,1,1,5,At Risk
1397,2,24,18489.739999999998,5,5,5,15,Champions
1398,21,7,3474.9500000000003,4,2,2,8,Potential Loyalists
1399,49,5,4364.76,3,1,2,6,At Risk
1400,53,19,16976.96,3,5,5,13,Champions
1401,61,11,14006.9,3,4,4,11,Loyal Customers
1402,84,13,12076.43,2,4,4,10,Loyal Customers
1403,18,9,7945.2,4,3,3,10,Loyal Customers
1404,25,14,8796.48,4,4,4,12,Loyal Customers
1405,57,11,6987.139999999999,3,4,3,10,Loyal Customers
1406,25,11,4554.09,4,4,2,10,Loyal Customers
1407,114,9,7367.5199999999995,2,3,3,8,Potential Loyalists
1408,194,8,2970.13,1,2,1,4,Hibernating
1409,30,17,28538.0,4,5,5,14,Champions
1410,311,4,5017.67,1,1,2,4,Hibernating
1411,18,13,7775.58,4,4,3,11,Loyal Customers
1412,105,9,3460.74,2,3,2,7,Potential Loyalists
1413,68,7,3261.9300000000003,3,2,1,6,At Risk
1414,35,12,5200.63,4,4,2,10,Loyal Customers
1415,1,17,29932.37,5,5,5,15,Champions
1416,116,5,3196.7799999999997,2,1,1,4,Hibernating
1417,294,6,4026.11,1,2,2,5,At Risk
1418,9,10,6214.61,5,3,3,11,Loyal Customers
1419,191,9,3627.99,1,3,2,6,At Risk
1420,83,14,6528.08,2,4,3,9,Potential Loyalists
1421,107,11,9061.64,2,4,4,10,Loyal Customers
1422,63,9,17121.23,3,3,5,11,Loyal Customers
1423,9,21,8556.35,5,5,3,13,Champions
1424,148,16,7601.3,1,5,3,9,Potential Loyalists
1425,66,14,6869.53,3,4,3,10,Loyal Customers
1426,32,5,3697.21,4,1,2,7,Potential Loyalists
1427,16,13,8782.24,5,4,4,13,Champions
1428,13,16,9633.65,5,5,4,14,Champions
1429,45,10,7086.99,3,3,3,9,Potential Loyalists
1430,401,2,693.46,1,1,1,3,Hibernating
1431,13,13,5652.02,5,4,2,11,Loyal Customers
1432,142,11,11022.87,1,4,4,9,Potential Loyalists
1434,704,1,829.3,1,1,1,3,Hibernating
1435,2,10,7035.700000000001,5,3,3,11,Loyal Customers
1436,489,1,364.47,1,1,1,3,Hibernating
1437,24,6,5813.23,4,2,3,9,Potential Loyalists
1438,70,3,2779.78,3,1,1,5,At Risk
1439,6,14,12719.01,5,4,4,13,Champions
1440,128,5,7617.46,2,1,3,6,At Risk
1441,82,7,2722.06,2,2,1,5,At Risk
1442,35,5,2263.21,4,1,1,6,At Risk
1443,74,5,5622.719999999999,3,1,2,6,At Risk
1444,131,21,16363.15,2,5,5,12,Loyal Customers
1445,38,18,15073.48,4,5,5,14,Champions
1446,129,16,19371.87,2,5,5,12,Loyal Customers
1447,174,2,663.6600000000001,1,1,1,3,Hibernating
1448,51,8,3850.68,3,2,2,7,Potential Loyalists
1449,19,20,11660.21,4,5,4,13,Champions
1450,212,6,9656.14,1,2,4,7,Potential Loyalists
1451,2,9,3283.54,5,3,1,9,Potential Loyalists
1452,42,9,4736.72,3,3,2,8,Potential Loyalists
1453,47,7,5574.98,3,2,2,7,Potential Loyalists
1454,11,9,4373.1900000000005,5,3,2,10,Loyal Customers
1455,27,8,9844.05,4,2,4,10,Loyal Customers
1456,38,15,28686.43,4,5,5,14,Champions
1457,2,20,13566.47,5,5,4,14,Champions
1458,2,25,23744.62,5,5,5,15,Champions
1459,47,6,7891.22,3,2,3,8,Potential Loyalists
1460,4,9,7616.7,5,3,3,11,Loyal Customers
1461,8,6,7764.69,5,2,3,10,Loyal Customers
1462,108,6,2364.09,2,2,1,5,At Risk
1463,112,12,14024.89,2,4,4,10,Loyal Customers
1464,102,13,12156.49,2,4,4,10,Loyal Customers
1465,379,4,4863.84,1,1,2,4,Hibernating
1466,40,10,6603.74,3,3,3,9,Potential Loyalists
1467,31,8,8396.5,4,2,3,9,Potential Loyalists
1468,87,9,4884.62,2,3,2,7,Potential Loyalists
1469,54,7,6173.01,3,2,3,8,Potential Loyalists
1470,64,16,16629.21,3,5,5,13,Champions
1471,238,4,1844.6,1,1,1,3,Hibernating
1472,11,15,9004.01,5,5,4,14,Champions
1473,25,11,11197.3,4,4,4,12,Loyal Customers
1474,16,16,40551.1,5,5,5,15,Champions
1475,7,9,30401.38,5,3,5,13,Champions
1476,52,13,25027.13,3,4,5,12,Loyal Customers
1477,30,14,7696.25,4,4,3,11,Loyal Customers
1478,24,10,7663.389999999999,4,3,3,10,Loyal Customers
1479,82,14,10877.09,2,4,4,10,Loyal Customers
1480,34,17,9329.66,4,5,4,13,Champions
1481,203,9,5257.16,1,3,2,6,At Risk
1482,38,30,50324.51,4,5,5,14,Champions
1483,62,5,4758.82,3,1,2,6,At Risk
1484,131,13,29305.02,2,4,5,11,Loyal Customers
1485,128,7,1786.04,2,2,1,5,At Risk
1486,4,16,14212.96,5,5,4,14,Champions
1487,1,11,5421.34,5,4,2,11,Loyal Customers
1488,100,10,4520.12,2,3,2,7,Potential Loyalists
1489,38,5,2631.37,4,1,1,6,At Risk
1490,107,8,9110.53,2,2,4,8,Potential Loyalists
1491,1,2,465.32,5,1,1,7,Potential Loyalists
1492,42,16,9406.0,3,5,4,12,Loyal Customers
1493,187,10,7579.82,1,3,3,7,Potential Loyalists
1494,296,4,2904.05,1,1,1,3,Hibernating
1495,79,8,3424.02,2,2,2,6,At Risk
1496,58,5,2255.22,3,1,1,5,At Risk
1497,486,3,5464.8,1,1,2,4,Hibernating
1498,54,15,14599.81,3,5,5,13,Champions
1499,11,5,2578.85,5,1,1,7,Potential Loyalists
1500,78,8,6392.96,2,2,3,7,Potential Loyalists
1501,174,11,22027.02,1,4,5,10,Loyal Customers
1502,65,14,10892.65,3,4,4,11,Loyal Customers
1503,100,15,31436.870000000003,2,5,5,12,Loyal Customers
1504,4,21,10543.65,5,5,4,14,Champions
1505,99,10,14087.98,2,3,4,9,Potential Loyalists
1506,313,1,2538.97,1,1,1,3,Hibernating
1507,44,9,7171.360000000001,3,3,3,9,Potential Loyalists
1508,65,18,9601.16,3,5,4,12,Loyal Customers
1509,24,12,10012.93,4,4,4,12,Loyal Customers
1510,15,21,13047.76,5,5,4,14,Champions
1511,41,9,10980.62,3,3,4,10,Loyal Customers
1512,77,13,5074.77,2,4,2,8,Potential Loyalists
1513,24,10,3343.53,4,3,1,8,Potential Loyalists
1514,64,11,14574.869999999999,3,4,5,12,Loyal Customers
1515,104,5,3201.0,2,1,1,4,Hibernating
1516,97,9,4372.5,2,3,2,7,Potential Loyalists
1517,59,12,7382.49,3,4,3,10,Loyal Customers
1518,98,3,3734.56,2,1,2,5,At Risk
1519,17,7,18065.87,5,2,5,12,Loyal Customers
1520,108,16,7893.96,2,5,3,10,Loyal Customers
1521,42,14,13679.67,3,4,4,11,Loyal Customers
1522,24,10,10862.94,4,3,4,11,Loyal Customers
1523,40,6,2353.49,3,2,1,6,At Risk
1524,175,7,3968.95,1,2,2,5,At Risk
1525,6,15,10143.17,5,5,4,14,Champions
1526,240,5,1131.89,1,1,1,3,Hibernating
1527,131,4,1651.17,2,1,1,4,Hibernating
1528,1,8,8980.92,5,2,4,11,Loyal Customers
1529,55,15,9878.58,3,5,4,12,Loyal Customers
1530,323,1,71.94,1,1,1,3,Hibernating
1531,66,14,5382.16,3,4,2,9,Potential Loyalists
1532,1,14,6600.3,5,4,3,12,Loyal Customers
1533,113,6,6328.09,2,2,3,7,Potential Loyalists
1534,5,20,14123.810000000001,5,5,4,14,Champions
1535,188,6,6966.540000000001,1,2,3,6,At Risk
1536,7,16,18408.12,5,5,5,15,Champions
1537,35,20,10633.59,4,5,4,13,Champions
1538,104,13,8749.869999999999,2,4,4,10,Loyal Customers
1539,58,20,10252.54,3,5,4,12,Loyal Customers
1540,144,9,3060.89,1,3,1,5,At Risk
1541,237,8,2851.18,1,2,1,4,Hibernating
1542,13,9,12985.769999999999,5,3,4,12,Loyal Customers
1543,142,12,18013.920000000002,1,4,5,10,Loyal Customers
1544,4,24,10987.86,5,5,4,14,Champions
1545,64,13,6396.23,3,4,3,10,Loyal Customers
1546,81,9,7192.8,2,3,3,8,Potential Loyalists
1547,7,11,4009.81,5,4,2,11,Loyal Customers
1548,270,2,1765.1399999999999,1,1,1,3,Hibernating
1549,502,1,115.89,1,1,1,3,Hibernating
1550,306,5,1139.42,1,1,1,3,Hibernating
1551,1,8,5867.34,5,2,3,10,Loyal Customers
1552,76,13,19957.88,2,4,5,11,Loyal Customers
1553,218,4,7801.679999999999,1,1,3,5,At Risk
1554,25,15,15178.17,4,5,5,14,Champions
1555,26,11,4390.72,4,4,2,10,Loyal Customers
1556,221,6,1869.98,1,2,1,4,Hibernating
1557,136,8,4918.6,2,2,2,6,At Risk
1558,48,10,16521.8,3,3,5,11,Loyal Customers
1559,15,12,5786.12,5,4,3,12,Loyal Customers
1560,12,4,11693.22,5,1,4,10,Loyal Customers
1561,234,4,7744.91,1,1,3,5,At Risk
1562,126,6,8863.42,2,2,4,8,Potential Loyalists
1563,11,2,1081.6999999999998,5,1,1,7,Potential Loyalists
1564,43,18,10633.34,3,5,4,12,Loyal Customers
1565,59,8,6147.16,3,2,3,8,Potential Loyalists
1566,227,4,2029.9899999999998,1,1,1,3,Hibernating
1567,29,16,8894.59,4,5,4,13,Champions
1568,41,6,5852.72,3,2,3,8,Potential Loyalists
1569,86,5,2358.18,2,1,1,4,Hibernating
1570,8,21,11633.62,5,5,4,14,Champions
1571,69,17,7873.67,3,5,3,11,Loyal Customers
1572,2,15,9811.07,5,5,4,14,Champions
1573,87,7,5034.9,2,2,2,6,At Risk
1574,5,8,6815.95,5,2,3,10,Loyal Customers
1575,129,5,1668.61,2,1,1,4,Hibernating
1576,105,8,6183.01,2,2,3,7,Potential Loyalists
1577,16,1,536.46,5,1,1,7,Potential Loyalists
1578,48,7,9641.89,3,2,4,9,Potential Loyalists
1579,8,20,24091.95,5,5,5,15,Champions
1580,13,10,234392.36,5,3,5,13,Champions
1581,228,10,27725.79,1,3,5,9,Potential Loyalists
1582,31,5,23604.75,4,1,5,10,Loyal Customers
1583,6,17,155352.32,5,5,5,15,Champions
1584,95,3,7684.200000000001,2,1,3,6,At Risk
1585,7,19,10326.04,5,5,4,14,Champions
1586,13,18,12034.79,5,5,4,14,Champions
1587,12,10,14010.21,5,3,4,12,Loyal Customers
1588,79,5,8353.76,2,1,3,6,At Risk
1589,85,13,10030.36,2,4,4,10,Loyal Customers
1590,34,9,4538.92,4,3,2,9,Potential Loyalists
1591,26,7,3121.73,4,2,1,7,Potential Loyalists
1592,225,4,1930.3899999999999,1,1,1,3,Hibernating
1593,66,20,15498.86,3,5,5,13,Champions
1594,22,9,7815.26,4,3,3,10,Loyal Customers
1595,43,13,23518.010000000002,3,4,5,12,Loyal Customers
1596,209,3,2994.58,1,1,1,3,Hibernating
1597,322,1,452.45,1,1,1,3,Hibernating
1598,392,1,1509.41,1,1,1,3,Hibernating
1599,130,12,6716.88,2,4,3,9,Potential Loyalists
1600,3,17,13538.17,5,5,4,14,Champions
1601,529,2,1866.3600000000001,1,1,1,3,Hibernating
1602,121,11,4245.2699999999995,2,4,2,8,Potential Loyalists
1603,46,17,47827.549999999996,3,5,5,13,Champions
1605,7,13,3771.9700000000003,5,4,2,11,Loyal Customers
1606,185,5,1987.69,1,1,1,3,Hibernating
1607,17,16,6809.28,5,5,3,13,Champions
1608,97,4,1523.51,2,1,1,4,Hibernating
1609,24,6,11442.810000000001,4,2,4,10,Loyal Customers
1610,84,16,17899.809999999998,2,5,5,12,Loyal Customers
1611,219,4,4856.49,1,1,2,4,Hibernating
1612,573,1,342.16,1,1,1,3,Hibernating
1613,5,6,12823.41,5,2,4,11,Loyal Customers
1614,75,8,412394.67000000004,2,2,5,9,Potential Loyalists
1615,22,18,8972.93,4,5,4,13,Champions
1616,39,6,5226.379999999999,3,2,2,7,Potential Loyalists
1617,68,17,23484.16,3,5,5,13,Champions
1618,15,17,7958.49,5,5,3,13,Champions
1619,30,9,6474.84,4,3,3,10,Loyal Customers
1620,104,6,4823.76,2,2,2,6,At Risk
1621,38,10,3642.56,4,3,2,9,Potential Loyalists
1622,9,5,11525.23,5,1,4,10,Loyal Customers
1623,11,5,7488.75,5,1,3,9,Potential Loyalists
1624,122,8,2600.5299999999997,2,2,1,5,At Risk
1625,63,8,9765.2,3,2,4,9,Potential Loyalists
1626,100,11,6556.219999999999,2,4,3,9,Potential Loyalists
1627,7,7,4529.22,5,2,2,9,Potential Loyalists
1628,154,13,54741.23,1,4,5,10,Loyal Customers
1629,495,1,279.56,1,1,1,3,Hibernating
1630,11,6,3489.55,5,2,2,9,Potential Loyalists
1631,7,6,4104.68,5,2,2,9,Potential Loyalists
