customer_id,region,signup_days_ago,loyalty_score
924,North,512,0.19323605400053007
925,Central,297,0.185522025134874
926,North,843,0.17542222838985844
927,West,876,0.36810776559971226
928,East,342,0.3035094313269627
929,South,54,0.2832839462024958
930,South,180,0.40356506217155436
931,South,653,0.2400491681024439
932,East,751,0.2458348666346274
933,Central,64,0.55108838852732
934,South,40,0.12328043011452211
935,Central,457,0.1521129355553741
936,North,729,0.5364367950795209
937,North,697,0.43676467923316636
938,East,49,0.21043158559306677
939,Central,889,0.17768481483725296
940,East,277,0.1853410985990859
941,West,229,0.45639649644049946
942,East,339,0.23378672897871794
943,Central,687,0.14229384806126608
944,West,307,0.4306210070311896
945,West,592,0.11662809906980227
946,West,241,0.2235495702343372
947,East,132,0.48730015844784513
948,Central,124,0.3317653121571396
949,East,412,0.6798164146743195
950,South,32,0.2516193933947072
951,Central,516,0.2387166431948093
952,West,703,0.20617953782842863
953,East,519,0.39461325062525826
954,West,427,0.2843289319142035
955,South,178,0.3684974516119727
956,East,170,0.14082950297196037
957,North,131,0.4151718054271485
958,Central,101,0.3618707774144651
959,West,519,0.29981009950250237
960,Central,272,0.185467670107658
961,South,606,0.5248502072402792
962,Central,338,0.4075778930798726
963,South,310,0.3227699538963616
964,South,431,0.09020166976793255
965,Central,345,0.30936001520050965
966,West,117,0.3151424066735618
967,Central,52,0.18178058170327144
968,West,882,0.19818434827239964
969,South,123,0.44406058828482703
970,South,263,0.26657501181876125
971,Central,382,0.13492744429620201
972,East,413,0.25299254786609526
973,West,682,0.10202584889243671
974,North,646,0.2335703065565748
975,South,557,0.7523691317255372
976,Central,299,0.2875756600341645
977,Central,859,0.3570659270153314
978,South,101,0.2810867279137377
979,North,300,0.11608239729284513
980,North,357,0.2758436209032353
981,North,334,0.2531039231891923
982,Central,510,0.5214415763087134
983,East,74,0.1971316904950678
984,South,762,0.46730208783578175
985,West,169,0.1648588595425525
986,West,350,0.34627895256942637
987,South,535,0.10780517158498495
988,Central,803,0.36800815608867454
989,East,515,0.16527272514934357
990,South,505,0.0637110002260764
991,Central,244,0.14940637594341583
992,North,654,0.34296452542809697
993,Central,517,0.2845906657609479
994,West,56,0.07133926611529814
995,Central,395,0.33779214289049736
996,North,809,0.262808837457445
997,South,776,0.15506927531211104
998,Central,215,0.19417269738993592
999,Central,674,0.2949918217709224
1000,Central,313,0.25652915853777863
1001,South,692,0.17830078176976857
1002,West,485,0.20128754823451592
1003,South,309,0.13222154247154763
1004,South,865,0.18305382661385278
1005,East,240,0.08093294422457019
1006,West,330,0.07395812247236734
1007,East,841,0.1592776823022119
1008,South,221,0.36086600051857304
1009,West,201,0.25400483321392725
1010,Central,865,0.35692745959170696
1011,South,450,0.2704199624821698
1012,Central,733,0.3281890786179259
1013,Central,107,0.15902020545987958
1014,South,607,0.15400306058488786
1015,West,120,0.2442359482433092
1016,Central,386,0.35159770590441264
1017,West,206,0.1386847753705646
1018,North,395,0.1960944237871392
1019,West,370,0.17798489515544702
1020,West,857,0.6757805322497271
1021,West,606,0.29433028139675144
1022,North,89,0.27685130250150586
1023,North,453,0.1772505302004811
1024,West,689,0.01014274023178271
1025,East,458,0.42263969328830914
1026,Central,553,0.09857516079896828
1027,South,476,0.21100063544866104
1028,Central,872,0.09510500113221562
1029,North,601,0.4418344487207479
1030,Central,515,0.38043225580509826
1031,Central,849,0.07165735700428724
1032,South,274,0.13391241025709194
1033,South,686,0.2657703237621655
1034,Central,708,0.022540822334514644
1035,West,351,0.031763267876793705
1036,East,887,0.18377837276160747
1037,East,286,0.41501465095253476
1038,Central,819,0.16922420626805512
1039,West,46,0.4288057992064724
1040,South,286,0.2826259215622199
1041,East,295,0.19382531603779915
1042,North,331,0.4032644014948738
1043,West,409,0.13021399779415596
1044,Central,686,0.36109911549184065
1045,South,404,0.48068280541847735
1046,South,550,0.18079315752195219
1047,South,129,0.056004153732174336
1048,North,40,0.017278457975064294
1049,Central,373,0.16506929168388568
1050,West,153,0.1908807873967115
1051,East,124,0.23902401548576335
1052,North,104,0.2849323027928061
1053,North,267,0.2304986586622606
1054,West,185,0.14232778844637728
1055,North,156,0.10979166606373109
1056,South,295,0.08269632706029591
1057,Central,251,0.3018094783122492
1058,East,871,0.3927562123288212
1059,West,586,0.11126148141709973
1060,North,618,0.3631169997078081
1061,South,627,0.18848504619470688
1062,Central,77,0.3147018495444985
1063,West,459,0.45674259491724295
1064,West,558,0.2521959677995315
1065,East,846,0.09829784839809835
1066,South,409,0.08313617900913325
1067,East,268,0.25456837982429775
1068,North,686,0.12697992781805995
1069,North,190,0.43255229555479274
1070,East,799,0.17078243106385294
1071,North,340,0.27630375255798767
1072,South,86,0.29970003305480203
1073,North,336,0.5652744416009139
1074,South,882,0.16061845663344887
1075,Central,406,0.27155894034561956
1076,Central,80,0.30853011055227364
1077,North,354,0.21030816901036953
1078,South,667,0.17940896316098712
1079,Central,77,0.1163646897367766
1080,North,815,0.362350590065105
1081,West,685,0.3774448592466893
1082,North,683,0.3357852517809999
1083,West,685,0.5314317354389092
1084,South,161,0.30537611260297715
1085,West,727,0.11925704950247765
1086,East,210,0.2263091220514084
1087,North,163,0.08936152592995973
1088,South,65,0.17405395518246417
1089,East,154,0.4760237364592405
1090,Central,144,0.3459646306333117
1091,East,799,0.12016257889307685
1092,North,83,0.5938606372233077
1093,East,593,0.09910808123057614
1094,South,76,0.2690044184459725
1095,Central,866,0.40394636667376776
1096,Central,519,0.4140581585013952
1097,North,477,0.10621120284209633
1098,East,96,0.12810251617481094
1099,West,785,0.17139867474093015
1100,South,399,0.19027368468111783
1101,West,151,0.3977474013732005
1102,East,647,0.15659616604868665
1103,East,851,0.22260993453254768
1104,East,43,0.1304506140270061
1105,East,205,0.30755109032147165
1106,West,585,0.21308932410131473
1107,East,84,0.2206808907355486
1108,West,688,0.5068968230114718
1109,East,560,0.04926480634282334
1110,West,496,0.11744335398952123
1111,South,315,0.28743228154119294
1112,East,443,0.1546106697848697
1113,East,101,0.20731455645789504
1114,South,665,0.3162368304459976
1115,North,564,0.3799844031179611
1116,East,490,0.20240760031660074
1117,North,711,0.34537309471005767
1118,South,473,0.16326498964467698
1119,South,380,0.23746700278748756
1120,West,727,0.26078129649527615
1121,Central,843,0.3019303455556169
1122,Central,758,0.23504730565078852
1123,Central,474,0.03832161316719323
1124,Central,350,0.34609188324026174
1125,North,143,0.6261722076878848
1126,South,391,0.37416455951368466
1127,South,753,0.11043462872936038
1128,North,726,0.4455419000040656
1129,Central,141,0.34987420099576005
1130,Central,504,0.4097441256882119
1131,West,612,0.18458094751793822
1132,Central,627,0.49405041221551144
1133,West,791,0.29017040513108533
1134,East,95,0.3405402953237165
1135,North,434,0.1299995075662813
1136,Central,112,0.20795575508462807
1137,West,660,0.4983097996909912
1138,South,492,0.48584117038012137
1139,North,406,0.3195061628053145
1140,West,742,0.2658021636489297
1141,West,766,0.0023646941810625127
1142,East,305,0.14511994042291565
1143,Central,739,0.22340778109994758
1144,South,865,0.1691616294134924
1145,Central,75,0.20029082532769893
1146,West,691,0.18347679140465248
1147,West,130,0.06367895796386408
1148,Central,710,0.5291228885437805
1149,Central,621,0.24272045955797059
1150,South,755,0.17480065381939558
1151,Central,529,0.2238883104353132
1152,East,251,0.19255036146708912
1153,North,635,0.10081340608907058
1154,West,317,0.0928392660115314
1155,East,57,0.1006278622758038
1156,East,133,0.19303557502993232
1157,South,787,0.25224524001516263
1158,North,360,0.24390260094330238
1159,North,155,0.18193101060330952
1160,West,61,0.15741201837962385
1161,South,65,0.17679306865319513
1162,West,683,0.2007513032720592
1163,East,143,0.1616942738716037
1164,South,728,0.2043371146500781
1165,South,516,0.37690358393357887
1166,South,215,0.27269932909063416
1167,Central,813,0.31885834826278714
1168,Central,456,0.15931454754071483
1169,South,373,0.32069811058717695
1170,North,614,0.4310671655368846
1171,West,602,0.5790398902459054
1172,South,676,0.28535768597037514
1173,East,564,0.160062290195546
1174,East,873,0.31555317787058723
1175,West,391,0.2723669553891564
1176,South,204,0.6255837772099101
1177,Central,140,0.3309343482163152
1178,East,244,0.12769162295186162
1179,South,702,0.5022768735207376
1180,Central,772,0.365224526946495
1181,South,283,0.008938547764043774
1182,North,114,0.3337191881663795
1183,North,656,0.3285257313076708
1184,West,713,0.6285092183670085
1185,East,77,0.11304122554708047
1186,East,146,0.23181945816717545
1187,North,321,0.18112436138148047
1188,North,434,0.0866338880377556
1189,South,126,0.19915538242789238
1190,East,545,0.3997726394357745
1191,South,462,0.263045274515234
1192,East,698,0.5696249460238826
1193,West,859,0.0699116437725751
1194,West,129,0.46192376295297877
1195,West,423,0.5383637747957336
1196,East,746,0.17864540250576438
1197,North,38,0.506943210686804
1198,West,769,0.21801997067102458
1199,North,375,0.3391924606875813
1200,West,720,0.442065842209902
1201,East,553,0.326948535535241
1202,East,845,0.09891230509720648
1203,Central,160,0.1770096159833375
1204,South,788,0.2454538471847291
1205,North,522,0.4751474765691539
1206,Central,698,0.1159037557186246
1207,South,702,0.4314010414033807
1208,South,534,0.6248099567092212
1209,South,423,0.23886630540091314
1210,East,733,0.02314484197568594
1211,East,470,0.48095168370140756
1212,Central,878,0.18933186383172154
1213,West,610,0.18081553855680202
1214,East,584,0.5863627422165846
1215,West,536,0.09966394372932129
1216,Central,241,0.05133566785256825
1217,North,681,0.20668732281209873
1218,East,245,0.7117723991878014
1219,North,565,0.14281219439115103
1220,South,722,0.35149825723537365
1221,West,422,0.23589178157684576
1222,West,890,0.30816295212517464
1223,Central,172,0.19558002054250967
1224,East,212,0.16660558417107468
1225,North,293,0.32583327604485196
1226,North,873,0.13540847062688358
1227,South,494,0.44311951021020196
1228,South,263,0.13462584115732304
1229,East,870,0.6702300510006781
1230,West,389,0.34098523118850915
1231,North,261,0.46283092259148223
1232,North,820,0.30042850050064634
1233,North,164,0.22230163858302296
1234,West,866,0.1883116253476909
1235,South,69,0.33220170434705043
1236,North,523,0.23754513621794526
1237,East,536,0.47484970811851507
1238,South,856,0.44385129253486444
1239,South,838,0.4249282449740055
1240,Central,762,0.4334908934707098
1241,South,826,0.37243554546813606
1242,North,783,0.23026720119989239
1243,South,476,0.1684079105160559
1244,North,785,0.18773514290146948
1245,Central,700,0.372040494406466
1246,West,366,0.11647439779486678
1247,East,795,0.37668021049653627
1248,East,56,0.09083572320872803
1249,South,119,0.36554364487275687
1250,South,173,0.29536131665036
1251,South,495,0.15043140357369386
1252,Central,94,0.09163265175889486
1253,West,225,0.5642392431463858
1254,South,240,0.30375647650083526
1255,West,241,0.13741001482872953
1256,North,78,0.5604697821253917
1257,North,225,0.4669461995109029
1258,North,270,0.3944604224681484
1259,South,690,0.11075560991523381
1260,South,542,0.16110420049840427
1261,Central,303,0.029514787188737825
1262,South,152,0.12630790777022127
1263,South,476,0.23330943912172875
1264,North,304,0.29388968771536295
1265,North,636,0.3907189939939857
1266,North,224,0.14664217018028286
1267,North,897,0.044141359343060634
1268,South,112,0.09964464573484594
1269,North,756,0.4053047079110271
1270,North,618,0.5145776917064268
1271,West,615,0.22005354461984536
1272,Central,806,0.24068834963443597
1273,North,422,0.47317291337379375
1274,West,652,0.2460633637673447
1275,West,489,0.19243561530079764
1276,East,625,0.4178783629245749
1277,West,511,0.4289391884528806
1278,East,885,0.2343725127185127
1279,Central,311,0.42130844945745566
1280,North,666,0.15273622337184262
1281,East,174,0.2594110784486612
1282,West,70,0.31029288321783277
1283,Central,641,0.13398281632458833
1284,East,219,0.1590636100674162
1285,Central,43,0.19278391469422493
1286,West,584,0.3706559314307314
1287,West,562,0.499673075565959
1288,West,585,0.5002899473488245
1289,West,425,0.4400637149232444
1290,East,754,0.1776964849125363
1291,West,41,0.6149130080716689
1292,North,168,0.0300609544148878
1293,Central,357,0.4238480767238689
1294,Central,883,0.3548592282285971
1295,West,656,0.07632477950684595
1296,North,479,0.2227059817825179
1297,South,855,0.2980549785917491
1298,South,830,0.09969160966478002
1299,South,121,0.2645044431898606
1300,West,490,0.11845463370959923
1301,Central,857,0.30629804647821834
1302,West,192,0.328650686929312
1303,South,167,0.06766452580654454
1304,Central,335,0.2614147385509513
1305,Central,873,0.38030198104571816
1306,West,222,0.03392351769310721
1307,South,582,0.3512485731510554
1308,West,259,0.3919621743079727
1309,South,671,0.58777575278609
1310,North,804,0.3333736556291405
1311,West,65,0.12080299574317437
1312,West,358,0.30703381795006895
1313,South,533,0.32241402738259833
1314,Central,188,0.4314688799679405
1315,Central,582,0.5269870086170804
1316,East,347,0.29500164017313596
1317,North,60,0.24682830272772874
1318,North,567,0.29243838283568613
1319,West,63,0.2262637815821439
1320,West,204,0.32637542003644365
1321,East,172,0.11586574073885923
1322,North,74,0.4172286247606239
1323,North,387,0.3543009767658992
1324,North,788,0.30470769984274104
1325,West,295,0.12565200828583423
1326,East,238,0.10746483391644833
1327,North,732,0.47440978509061443
1328,East,844,0.589349331147278
1329,Central,292,0.3410452139742546
1330,East,71,0.6385167015203643
1331,North,691,0.44643346716722193
1332,East,596,0.13850913699200088
1333,Central,897,0.30545195990414853
1334,North,608,0.21850223990987594
1335,North,838,0.3517355343872916
1336,East,165,0.2803009010771648
1337,South,173,0.380851648817267
1338,Central,608,0.4039776374123601
1339,West,680,0.17287068603517866
1340,North,367,0.26659885120751603
1341,Central,404,0.31625371320556356
1342,West,362,0.37194164574432104
1343,East,71,0.49174170512246723
1344,South,793,0.12501735336428055
1345,West,819,0.15278096112526032
1346,Central,858,0.14586092297132802
1347,North,468,0.46823918603609727
1348,South,177,0.37734570482007296
1349,Central,381,0.15435887057728526
1350,South,625,0.27531627555274263
1351,North,180,0.062754814349766
1352,North,164,0.08383388961880359
1353,West,893,0.11312500344756798
1354,West,60,0.44461072015265063
1355,North,550,0.402011652857962
1356,North,160,0.1618451653437009
1357,East,49,0.1846373047231095
1358,West,582,0.11443792158328557
1359,North,190,0.12366248132722184
1360,East,662,0.17134026851709863
1361,East,747,0.31292084474048254
1362,North,471,0.26743328539670647
1363,South,175,0.039990235566209766
1364,Central,857,0.12916460454983805
1365,Central,353,0.345353376945877
1366,South,694,0.3038187468600258
1367,Central,197,0.1819697934864011
1368,West,170,0.3476710752964269
1369,Central,616,0.18531866095785812
1370,Central,210,0.40387231898913295
1371,West,493,0.3303596933172203
1372,East,548,0.20275905361659477
1373,North,136,0.6609428657228628
1374,East,319,0.24306659806342185
1375,South,198,0.45389777929401903
1376,West,30,0.4307968639756174
1377,North,855,0.11345022765462655
1378,Central,51,0.17734018426315923
1379,Central,751,0.520366853660453
1380,North,385,0.19821609279916114
1381,West,270,0.319251728447409
1382,West,485,0.16050123609140146
1383,East,826,0.35687374440149017
1384,Central,598,0.1644345674912187
1385,East,100,0.42078989014225726
1386,South,693,0.3358111999222186
1387,East,694,0.36224494414215164
1388,East,872,0.4793856255060167
1389,South,205,0.3169407799702096
1390,West,759,0.21779760335858628
1391,West,351,0.10095000882532025
1392,South,339,0.4205512769460347
1393,East,580,0.480140038163154
1394,South,495,0.5994867283622967
1395,East,229,0.3901523212798026
1396,East,217,0.12531999465857194
1397,South,595,0.5549566248660377
1398,West,872,0.19559954318434625
1399,Central,229,0.20048238301079696
1400,East,495,0.3534949547731193
1401,West,296,0.18109516703243198
1402,Central,247,0.3694475829971512
1403,North,721,0.21310650768719724
1404,North,659,0.486187395935469
1405,North,447,0.39294614137038064
1406,East,454,0.1196582344866076
1407,South,400,0.4200596734436081
1408,East,897,0.2398254713993624
1409,East,853,0.6355527336205489
1410,North,94,0.22512437152417725
1411,South,739,0.3627775108393964
1412,North,321,0.2653096796889775
1413,East,598,0.15817883795930784
1414,South,849,0.25366906490450636
1415,North,396,0.39801859639287906
1416,North,431,0.23248092479942997
1417,West,574,0.1580235615846074
1418,South,301,0.3827780533868447
1419,West,259,0.18140182094433543
1420,West,556,0.3973984796115618
1421,East,210,0.35463454005870654
1422,North,608,0.30156208172798354
1423,West,247,0.4266997543866841
1424,North,110,0.5618310995068542
1425,West,117,0.33821554578441915
1426,West,255,0.19566529046350273
1427,South,118,0.4754453361182619
1428,South,298,0.39917479999906763
1429,West,393,0.3553361742762846
1430,East,243,0.0754252957269362
1431,North,494,0.4042106165478863
1432,West,363,0.25238606081353504
1433,South,99,0.03672441287538968
1434,Central,321,0.017152436729953823
1435,Central,40,0.18177778265448172
1436,South,666,0.0386633500903585
1437,South,415,0.30143995873889784
1438,South,551,0.07107160920179088
1439,West,153,0.22790327069427474
1440,North,403,0.201872291639584
1441,South,733,0.14942446263587986
1442,West,204,0.20337179341862077
1443,North,886,0.20038852937839186
1444,North,395,0.45204601618489465
1445,West,148,0.6056351156066163
1446,East,187,0.4940954358339582
1447,East,431,0.10928634375784939
1448,South,858,0.42964440156477457
1449,East,440,0.48714151548777984
1450,East,181,0.05622618200137605
1451,South,367,0.18631021948977033
1452,Central,777,0.4053965206779765
1453,North,886,0.16610962489508477
1454,South,565,0.4774870869721777
1455,Central,783,0.3523922428763931
1456,North,735,0.37161569360939734
1457,Central,399,0.5290155359179474
1458,East,803,0.45631083629492003
1459,North,95,0.10580216476171722
1460,North,729,0.17234550409690189
1461,South,535,0.3155891181638463
1462,Central,542,0.1624681306542474
1463,Central,843,0.35052578309385746
1464,East,262,0.34952932502704126
1465,North,202,0.1085843377468173
1466,East,604,0.3171727928624157
1467,South,675,0.14931213732572604
1468,South,34,0.1969632926576165
1469,North,464,0.3157544528286404
1470,South,358,0.4414151074615897
1471,South,742,0.12053250306634901
1472,West,776,0.4411068586595617
1473,South,150,0.34450096453350376
1474,North,535,0.3174436997797084
1475,North,658,0.22006756499748084
1476,West,256,0.3241332920273888
1477,West,842,0.13430879919236233
1478,North,806,0.2135288727196052
1479,Central,179,0.44187143525507605
1480,West,43,0.33781453892329183
1481,North,532,0.35798617193464516
1482,South,798,0.7703522521496339
1483,Central,623,0.20219440201126251
1484,South,690,0.3704276274290865
1485,South,656,0.11531333247711904
1486,East,157,0.5389991213253186
1487,North,88,0.2545151196259893
1488,West,84,0.29139015003449237
1489,West,885,0.05629077168213109
1490,West,857,0.2542658148760954
1491,West,755,0.11663183091907754
1492,West,88,0.6378669892874947
1493,South,803,0.2435550459647796
1494,Central,877,0.14946492541199166
1495,North,712,0.2526795057413271
1496,South,395,0.17100879418203455
1497,Central,110,0.01765302641444635
1498,Central,337,0.2683398428121951
1499,East,207,0.1199999704763621
1500,East,595,0.27315460563418476
1501,North,798,0.5197954546649473
1502,West,461,0.42469583734796085
1503,North,71,0.48531807078781514
1504,South,369,0.3141285380000443
1505,South,725,0.26190529375521027
1506,Central,586,0.08784974629492392
1507,Central,65,0.35715295913447337
1508,Central,334,0.5154300262618537
1509,West,336,0.29424360162069874
1510,South,59,0.7279274727337194
1511,North,334,0.2969071542232956
1512,East,747,0.47829345552958374
1513,South,143,0.20104067747172516
1514,West,477,0.20310383578809116
1515,South,601,0.17742168707035771
1516,Central,627,0.16267262528840168
1517,South,316,0.5048910498918533
1518,South,530,0.08612659518326854
1519,West,658,0.14244674740946664
1520,East,564,0.656460370922434
1521,South,759,0.4456017541758375
1522,West,220,0.2278442274522206
1523,East,123,0.3305956731964709
1524,North,843,0.24661411086829255
1525,East,668,0.45329496994446883
1526,Central,419,0.16285721054591248
1527,North,526,0.14303093642527537
1528,South,830,0.211451789382783
1529,South,784,0.49298392339316444
1530,East,732,0.09658956805426615
1531,Central,544,0.4404105279824959
1532,South,656,0.2648144536069057
1533,Central,534,0.17823902640163264
1534,Central,430,0.5068537372693329
1535,South,616,0.13862175174876046
1536,West,49,0.447251206434791
1537,Central,749,0.42326780733160024
1538,Central,304,0.2748715025122262
1539,West,504,0.7279691949620735
1540,North,608,0.10992062878190617
1541,North,315,0.16230793738972088
1542,South,317,0.37285644307422533
1543,West,183,0.5006207047650334
1544,South,116,0.6097752021107155
1545,West,797,0.5166388820992349
1546,West,480,0.39200861055676794
1547,North,620,0.5375129295220442
1548,Central,164,0.07417878511742503
1549,North,771,0.14501434206521313
1550,South,296,0.09153316617373326
1551,West,430,0.2911260318858003
1552,North,466,0.3684860627886337
1553,South,677,0.12067054842453322
1554,Central,131,0.3804895638539201
1555,Central,819,0.2651773288276895
1556,West,127,0.2640930356911523
1557,North,584,0.3253540995097456
1558,South,212,0.27386856248121916
1559,South,833,0.25480331563141856
1560,North,544,0.07953265942167813
1561,Central,852,0.1116059868956251
1562,North,841,0.07472368683873247
1563,West,262,0.15738042016472356
1564,North,237,0.4323047204188884
1565,East,127,0.14494137131327456
1566,North,656,0.21184985038128978
1567,North,51,0.3367718758144184
1568,South,194,0.2704768080250324
1569,Central,820,0.18968658930698576
1570,West,582,0.3529471268975599
1571,West,422,0.3295504097247852
1572,South,149,0.4415821005059132
1573,West,765,0.17749473882379596
1574,West,765,0.19190530472598955
1575,East,70,0.2682028570080314
1576,West,675,0.16155887977265398
1577,Central,316,0.032773495237168306
1578,Central,622,0.34164940882835537
1579,Central,286,0.5308424691555291
1580,East,42,0.24421410689641113
1581,North,685,0.2538987621438153
1582,South,757,0.17336660711547372
1583,North,625,0.5089116578521857
1584,South,161,0.05597600425839906
1585,South,421,0.48200817810523205
1586,West,494,0.47805274017478283
1587,East,720,0.2592399565455306
1588,West,705,0.17102261383279943
1589,Central,802,0.40889232737098596
1590,North,579,0.3993375817450201
1591,North,847,0.3019474031370182
1592,West,742,0.06939260134996911
1593,East,204,0.5553630846893428
1594,East,646,0.22757872175049712
1595,Central,104,0.34777939991484186
1596,North,687,0.05007091381472501
1597,East,222,0.06328366754056738
1598,Central,289,0.0854846359312639
1599,East,529,0.35897552352837947
1600,East,359,0.4906340491163018
1601,North,593,0.06194718390563383
1602,South,466,0.2864324714822189
1603,North,583,0.5257219338524263
1604,East,539,0.039292085690893
1605,East,209,0.5448175179392334
1606,Central,631,0.18480908128867773
1607,West,864,0.5636143222415229
1608,North,513,0.20675162606429487
1609,Central,558,0.32195460386895286
1610,South,648,0.2466396899430787
1611,West,103,0.15788478934599215
1612,South,161,0.14771486487750635
1613,West,515,0.21757617387113098
1614,Central,373,0.32032415949813836
1615,North,632,0.49071460123747335
1616,East,824,0.21992237223956687
1617,East,710,0.5488107772533029
1618,South,218,0.5079681896027742
1619,South,297,0.3092507944269175
1620,West,154,0.26136217851539684
1621,South,114,0.37184088161260875
1622,North,677,0.10646824621413031
1623,West,632,0.11102362932356732
1624,West,199,0.22041040216002633
1625,South,643,0.2197400888539951
1626,Central,428,0.346341508632486
1627,Central,792,0.22087005532783832
1628,Central,649,0.58265627554947
1629,East,265,0.09368432265982239
1630,South,451,0.3186804669901977
1631,North,233,0.2193523840703732
1632,Central,814,0.4898501725298389
1633,Central,477,0.6252492115212397
1634,West,793,0.11922720930872352
1635,East,474,0.053498774189244404
1636,South,467,0.20236570445457688
1637,West,190,0.2883722033251982
1638,North,865,0.13406684464066304
1639,East,615,0.19789321773545743
1640,West,283,0.22698180506680432
1641,West,760,0.48484953621740196
1642,East,233,0.09513633204159751
1643,West,114,0.1588316386381122
1644,North,613,0.17376638776290493
1645,South,681,0.3014738599834808
1646,North,528,0.4694666522112132
1647,South,650,0.2515898712863709
1648,South,248,0.1925788461596815
1649,South,271,0.08969405792943444
1650,East,352,0.29200665898311834
1651,East,210,0.19462150119062652
1652,East,232,0.14552223852021048
1653,West,71,0.19168394355828114
1654,North,236,0.15004485715618757
1655,South,506,0.13448119075025602
1656,North,349,0.1640960708900888
1657,North,403,0.19167244755696095
1658,West,834,0.16556168238982003
1659,Central,35,0.4122350428864075
1660,South,756,0.24226585993091848
1661,South,58,0.09561155014232059
1662,North,475,0.12457263322431303
1663,North,143,0.13962716784951254
1664,Central,445,0.8610692421008007
1665,East,808,0.1907048696731546
1666,West,57,0.26166670481158927
1667,Central,470,0.050776291988124875
1668,East,432,0.20076809354775726
1669,North,422,0.527411706858777
1670,West,572,0.16768978170311166
1671,West,313,0.5164667463061182
1672,South,707,0.1258439578941383
1673,West,237,0.24822084357515117
1674,East,339,0.2643983056605159
1675,South,437,0.15355653450731252
1676,West,829,0.2746073696624459
1677,South,494,0.40322995370370157
1678,South,760,0.4156599436005551
1679,South,151,0.5610186165986416
1680,West,101,0.23732756302104624
1681,Central,466,0.43400559391758065
1682,West,815,0.1734306443941765
1683,West,233,0.5977068272798596
1684,South,223,0.12415247153386297
1685,East,158,0.37691068940640315
1686,North,833,0.20625309739178296
1687,East,110,0.155466240916269
1688,West,578,0.10762626159858728
1689,North,360,0.43274881099857254
1690,Central,388,0.11121575642468823
1691,South,648,0.4670331865790637
1692,West,409,0.39876302748040576
1693,East,50,0.2571649981752076
1694,West,519,0.5845945367453204
1695,East,52,0.40723343935348166
1696,North,764,0.059042330708733305
1697,Central,852,0.31087235458466844
1698,West,758,0.38154811660966337
1699,East,389,0.20318155812360728
1700,West,390,0.2655345251702556
1701,South,538,0.3456757316248253
1702,West,768,0.24906262299412377
1703,South,685,0.1762986020473837
1704,West,440,0.11326527134078566
1705,South,735,0.5666199203231045
1706,West,393,0.22365992081386485
1707,Central,699,0.361354601257921
1708,Central,241,0.2055152614925485
1709,West,424,0.44428826564018503
1710,West,750,0.23992560276607966
1711,East,244,0.48528688869527714
1712,North,569,0.30102425989195614
1713,East,273,0.056070732539033385
1714,East,405,0.1570902165972694
1715,North,312,0.2732427727121851
1716,West,606,0.2633454653805759
1717,North,687,0.4549597583539002
1718,East,779,0.43581094755173333
1719,East,339,0.30399029659341625
1720,Central,202,0.19587911382864223
1721,South,839,0.0842627145514656
1722,North,371,0.14911218008015656
1723,East,597,0.1689657274508211
1724,East,360,0.1944637486951389
1725,North,755,0.22362528854413938
1726,West,96,0.12159975077563392
1727,Central,64,0.29345940630775363
1728,West,320,0.0720197041260592
1729,North,391,0.13154242369966168
1730,South,692,0.23597938398066606
1731,East,439,0.12552245541199736
1732,West,250,0.08089876939896155
1733,Central,96,0.5684943285586916
1734,North,735,0.31624787679383753
1735,East,472,0.17344438702060963
1736,Central,861,0.40527552058860683
1737,North,317,0.41497857362412344
1738,Central,224,0.26262941587728816
1739,East,266,0.4274929306631607
1740,West,386,0.14013961311132245
1741,East,152,0.26443438166241723
1742,Central,144,0.4316168404600029
1743,Central,719,0.19463814002142935
1744,North,632,0.5566208702969193
1745,West,466,0.18940209694777377
1746,North,449,0.2078370591770535
1747,South,462,0.1738396874572404
1748,East,542,0.2116513599702925
1749,West,278,0.10937685135703658
1750,South,707,0.3031850902042757
1751,South,37,0.36876732077732427
1752,North,705,0.19355861385601125
1753,South,720,0.5839653477383812
1754,North,478,0.34447563167268763
1755,South,286,0.04220501217882686
1756,Central,797,0.24850688781269545
1757,South,742,0.5610408080887077
1758,Central,840,0.14793004337867247
1759,South,44,0.06074463316026406
1760,East,578,0.5409321130872642
1761,North,36,0.2801844838817588
1762,North,63,0.33188745088181043
1763,West,84,0.06694050218758968
1764,South,705,0.33804895204219715
1765,South,662,0.19326530820631138
1766,South,805,0.24191075651160215
1767,West,582,0.5763287849548937
1768,South,514,0.18970040536019805
1769,North,188,0.3325188951680665
1770,South,639,0.3124720705471105
1771,East,822,0.4602811103098881
1772,Central,339,0.11802040957539223
1773,North,635,0.22519976485978244
1774,South,466,0.060988598222261436
1775,East,483,0.2152545273791623
1776,Central,724,0.2591876771595089
1777,North,283,0.3025375980986328
1778,West,792,0.20670597365355628
1779,West,887,0.2568917239942675
1780,South,130,0.4358362874272405
1781,West,474,0.17564069261339355
1782,East,44,0.08641727041071967
1783,North,324,0.15641685111442932
1784,South,355,0.30304916165720247
1785,South,607,0.1621130358189089
1786,South,370,0.2727372511300923
1787,West,345,0.2146786386795546
1788,West,702,0.4508279716986138
1789,West,689,0.2659281604399925
1790,East,37,0.36363197803851377
1791,South,323,0.5369871732012245
1792,North,694,0.117589606455035
1793,West,119,0.24084827729137878
