transaction_id,customer_id,region,category,transaction_date,amount,campaign
1896,732,East,Apparel,2024-12-03,172.95,none
1897,291,East,Apparel,2024-04-16,3071.66,none
1898,1782,East,Electronics,2025-11-13,1183.85,none
1899,684,Central,Beauty,2024-08-31,1919.99,none
1900,2271,Central,Apparel,2025-12-26,7147.42,none
1901,3970,Central,Electronics,2025-02-04,1168.6,none
1902,242,South,Beauty,2025-12-16,173.98,none
1903,2580,North,Grocery,2025-04-29,102.3,none
1904,2564,East,Electronics,2025-10-02,1678.44,none
1905,9,West,Electronics,2024-03-09,694.24,none
1906,3834,Central,Apparel,2025-04-11,590.43,none
1907,453,South,Beauty,2025-06-25,544.67,none
1908,4860,East,Electronics,2025-09-30,1655.89,none
1909,3319,East,Grocery,2025-12-18,174.48,none
1910,1482,South,Grocery,2025-10-26,208.97,none
1911,4827,West,Grocery,2025-01-13,325.89,none
1912,2071,Central,Beauty,2025-02-26,733.07,none
1913,1342,West,Home & Kitchen,2025-12-26,63.71,none
1914,1981,East,Grocery,2024-04-08,347.14,none
1915,3174,Central,Apparel,2024-11-25,1125.61,none
1916,3765,West,Apparel,2024-05-07,139.48,none
1917,3440,East,Apparel,2025-02-15,193.97,none
1918,4802,East,Electronics,2025-05-15,216.29,none
1919,4988,West,Home & Kitchen,2024-01-23,632.16,none
1920,1002,West,Beauty,2025-04-09,717.6,none
1921,4755,Central,Electronics,2025-10-06,1753.23,none
1922,536,East,Grocery,2024-10-31,219.02,none
1923,4992,East,Beauty,2025-11-03,385.05,none
1924,1338,Central,Apparel,2024-03-22,340.32,none
1925,1374,East,Home & Kitchen,2024-02-03,400.78,none
1926,2182,South,Sports,2024-06-09,479.52,none
1927,922,West,Electronics,2025-10-18,1302.61,none
1928,4316,North,Sports,2025-12-29,1120.47,none
1929,622,West,Grocery,2024-05-19,280.74,none
1930,2274,South,Electronics,2024-01-07,3752.68,none
1931,4727,East,Grocery,2025-05-18,1002.81,none
1932,3300,South,Beauty,2025-08-30,1463.48,none
1933,3151,South,Beauty,2024-10-13,324.6,none
1934,5177,Central,Grocery,2025-03-23,78.26,B_tiered
1935,113,North,Apparel,2025-09-23,531.11,none
1936,1646,North,Apparel,2024-01-31,79.44,none
1937,624,Central,Grocery,2025-10-03,237.11,none
1938,936,North,Grocery,2024-11-05,333.5,none
1939,1115,North,Grocery,2025-11-06,371.81,none
1940,3258,North,Beauty,2025-08-17,430.23,none
1941,1404,North,Beauty,2024-04-14,332.23,none
1942,3452,North,Sports,2025-03-26,7301.75,B_tiered
1943,3834,Central,Apparel,2024-07-23,1573.85,none
1944,2080,East,Apparel,2025-11-06,525.46,none
1945,2776,South,Home & Kitchen,2025-12-03,753.7,none
1946,665,East,Sports,2025-12-03,757.17,none
1947,3919,North,Grocery,2024-07-07,1011.17,none
1948,2171,South,Apparel,2025-08-26,2068.69,none
1949,4350,North,Beauty,2024-03-19,902.75,none
1950,2724,Central,Home & Kitchen,2025-06-13,646.77,none
1951,3623,North,Sports,2024-03-22,910.34,none
1952,1858,Central,Apparel,2024-03-20,756.38,none
1953,1920,Central,Beauty,2025-11-16,416.93,none
1954,2258,North,Apparel,2025-07-12,1624.55,none
1955,3303,North,Electronics,2024-02-11,189.02,none
1956,2612,South,Electronics,2025-04-09,2458.83,none
1957,4189,West,Apparel,2025-07-21,306.17,none
1958,285,North,Grocery,2024-10-03,428.59,none
1959,4698,West,Grocery,2025-08-10,470.76,none
1960,4830,East,Grocery,2025-07-28,299.56,none
1961,1260,South,Apparel,2024-08-29,116.71,none
1962,508,West,Grocery,2024-11-19,461.81,none
1963,2970,East,Beauty,2024-08-23,211.42,none
1964,331,East,Electronics,2025-05-28,4340.63,none
1965,1190,East,Grocery,2025-08-26,183.49,none
1966,2617,East,Electronics,2025-06-01,160.76,none
1967,3184,South,Electronics,2024-10-14,827.91,none
1968,984,South,Sports,2025-07-09,305.12,none
1969,4862,East,Home & Kitchen,2025-10-26,335.36,none
1970,920,South,Electronics,2024-09-10,1260.21,none
1971,781,West,Beauty,2025-10-24,318.04,none
1972,826,East,Sports,2024-05-14,381.63,none
1973,4849,South,Apparel,2025-10-19,524.17,none
1974,4583,South,Grocery,2025-06-15,441.71,none
1975,172,East,Electronics,2025-03-05,3964.12,A_flat10
1976,3781,South,Apparel,2024-10-17,387.31,none
1977,372,West,Home & Kitchen,2025-06-25,257.07,none
1978,381,South,Electronics,2025-12-11,1465.69,none
1979,385,West,Beauty,2025-10-03,350.77,none
1980,4325,Central,Beauty,2025-12-28,320.22,none
1981,2210,North,Home & Kitchen,2025-12-24,1148.28,none
1982,2892,West,Apparel,2025-11-20,215.85,none
1983,159,West,Grocery,2025-02-16,1281.29,none
1984,4699,South,Sports,2024-12-09,1303.88,none
1985,5114,West,Electronics,2024-10-16,883.85,none
1986,1217,North,Grocery,2025-11-21,521.52,none
1987,3414,East,Sports,2024-10-17,411.67,none
1988,3532,North,Electronics,2024-01-28,594.22,none
1989,5035,West,Home & Kitchen,2024-05-24,339.86,none
1990,2495,Central,Grocery,2025-04-16,505.4,none
1991,1230,West,Apparel,2025-03-06,195.49,A_flat10
1992,1867,Central,Grocery,2025-12-14,104.85,none
1993,3321,North,Beauty,2025-12-05,393.14,none
1994,2435,South,Electronics,2024-01-09,3151.09,none
1995,401,North,Home & Kitchen,2025-08-19,740.05,none
1996,4201,West,Electronics,2025-07-09,2472.66,none
1997,4505,North,Electronics,2025-09-11,3478.56,none
1998,2465,North,Apparel,2025-03-09,137.18,A_flat10
1999,2707,East,Home & Kitchen,2025-04-08,573.14,none
2000,2539,East,Beauty,2024-02-19,414.1,none
2001,2744,North,Grocery,2025-01-23,184.87,none
2002,517,West,Apparel,2024-06-03,1244.83,none
2003,2246,North,Electronics,2024-05-31,377.35,none
2004,2312,West,Apparel,2024-04-08,210.32,none
2005,5188,West,Grocery,2025-01-16,111.09,none
2006,254,South,Grocery,2025-06-26,261.2,none
2007,1606,Central,Electronics,2024-03-05,364.02,none
2008,2560,North,Beauty,2025-07-25,639.85,none
2009,4417,North,Apparel,2025-12-06,321.14,none
2010,2383,Central,Apparel,2025-12-11,358.83,none
2011,1501,North,Grocery,2025-05-08,596.69,none
2012,2770,Central,Electronics,2025-07-18,1294.4,none
2013,1529,South,Grocery,2024-02-08,92.03,none
2014,2846,West,Apparel,2025-07-25,338.24,none
2015,3590,South,Apparel,2025-03-26,403.65,B_tiered
2016,2748,East,Electronics,2024-11-16,982.41,none
2017,3163,East,Apparel,2025-09-13,215.39,none
2018,199,Central,Grocery,2024-04-22,1205.22,none
2019,3424,Central,Grocery,2025-05-29,178.92,none
2020,5052,South,Electronics,2024-11-05,1578.64,none
2021,2540,North,Electronics,2025-08-22,495.76,none
2022,4179,North,Electronics,2024-03-18,2110.91,none
2023,2851,North,Home & Kitchen,2024-04-24,1746.51,none
2024,3658,North,Home & Kitchen,2025-09-10,775.63,none
2025,1594,East,Grocery,2025-03-23,578.01,B_tiered
2026,5037,East,Grocery,2024-11-20,620.2,none
2027,1109,East,Electronics,2025-06-09,160.09,none
2028,810,Central,Grocery,2025-08-02,205.69,none
2029,233,North,Electronics,2024-12-27,5588.0,none
2030,2810,North,Sports,2025-11-26,298.21,none
2031,3213,North,Sports,2025-10-09,267.39,none
2032,3375,Central,Beauty,2024-09-14,80.05,none
2033,875,West,Grocery,2024-12-13,762.17,none
2034,3385,North,Sports,2024-05-31,870.56,none
2035,841,South,Electronics,2024-05-31,139.88,none
2036,3930,West,Electronics,2024-06-27,928.57,none
2037,1419,West,Home & Kitchen,2024-01-17,697.53,none
2038,2185,West,Grocery,2025-06-26,99.33,none
2039,1899,South,Home & Kitchen,2024-03-29,218.05,none
2040,1902,East,Home & Kitchen,2024-06-25,565.97,none
2041,3751,South,Sports,2024-11-04,866.56,none
2042,5188,West,Grocery,2024-09-01,318.92,none
2043,2730,North,Grocery,2025-08-04,1527.0,none
2044,2075,South,Electronics,2025-03-21,611.84,B_tiered
2045,1511,North,Beauty,2024-03-01,684.98,none
2046,3245,West,Apparel,2024-11-21,4928.25,none
2047,2329,South,Grocery,2025-06-28,212.58,none
2048,4027,South,Apparel,2024-06-04,327.77,none
2049,3147,South,Apparel,2024-03-31,60.05,none
2050,2130,Central,Home & Kitchen,2024-12-18,3832.49,none
2051,4972,North,Home & Kitchen,2024-12-12,1044.32,none
2052,57,Central,Grocery,2024-11-20,125.76,none
2053,3587,East,Electronics,2025-04-06,498.04,none
2054,2125,West,Electronics,2025-04-22,5636.42,none
2055,609,North,Home & Kitchen,2024-09-11,895.63,none
2056,468,West,Home & Kitchen,2024-10-21,537.46,none
2057,3374,East,Apparel,2025-09-09,613.04,none
2058,750,West,Beauty,2025-08-13,389.89,none
2059,4459,North,Grocery,2024-05-03,324.01,none
2060,1600,East,Grocery,2024-06-21,222.81,none
2061,1777,North,Electronics,2025-03-01,8321.13,none
2062,3431,South,Grocery,2025-01-03,200.87,none
2063,1136,Central,Home & Kitchen,2025-03-28,1349.42,B_tiered
2064,35,West,Grocery,2025-08-08,402.73,none
2065,2305,Central,Grocery,2024-09-19,3131.11,none
2066,2733,South,Electronics,2024-07-14,2527.58,none
2067,2305,Central,Sports,2024-01-02,3769.67,none
2068,2368,Central,Sports,2024-06-21,1971.91,none
2069,3461,Central,Home & Kitchen,2025-12-04,1655.34,none
2070,4409,North,Grocery,2025-02-22,230.26,none
2071,1891,West,Electronics,2025-10-01,58.34,none
2072,4112,West,Electronics,2025-01-28,973.91,none
2073,326,West,Grocery,2025-11-13,396.54,none
2074,2473,North,Grocery,2025-11-26,509.69,none
2075,1942,West,Beauty,2024-08-27,116.73,none
2076,2406,North,Grocery,2025-08-10,441.74,none
2077,461,North,Electronics,2024-04-01,1775.49,none
2078,701,North,Electronics,2024-08-12,947.14,none
2079,1510,South,Grocery,2024-11-08,212.3,none
2080,1410,North,Electronics,2024-04-13,1751.08,none
2081,1984,West,Apparel,2024-02-10,1351.76,none
2082,2365,East,Electronics,2024-07-02,1849.12,none
2083,1140,West,Apparel,2024-08-30,266.99,none
2084,3216,East,Home & Kitchen,2024-10-22,519.52,none
2085,1941,North,Electronics,2025-02-20,1541.16,none
2086,313,West,Home & Kitchen,2024-03-06,6323.91,none
2087,1258,North,Electronics,2025-04-27,905.29,none
2088,2909,North,Sports,2024-07-13,664.84,none
2089,3147,South,Home & Kitchen,2025-08-19,106.36,none
2090,4165,South,Grocery,2025-08-08,255.49,none
2091,1270,North,Grocery,2025-03-12,327.31,A_flat10
2092,2920,North,Home & Kitchen,2025-02-25,640.04,none
2093,2454,East,Grocery,2024-09-28,8430.35,none
2094,4424,West,Beauty,2024-01-29,980.12,none
2095,3796,South,Grocery,2025-03-08,453.76,A_flat10
2096,664,East,Apparel,2024-01-07,1064.62,none
2097,5001,East,Sports,2025-09-13,279.74,none
2098,1840,North,Grocery,2024-10-07,311.19,none
2099,4980,Central,Home & Kitchen,2025-02-04,271.51,none
2100,1470,South,Home & Kitchen,2024-01-31,657.3,none
2101,2418,Central,Grocery,2024-09-03,441.11,none
2102,2859,Central,Apparel,2024-08-12,3006.95,none
2103,329,West,Home & Kitchen,2025-02-14,626.99,none
2104,3723,North,Grocery,2024-06-16,616.69,none
2105,527,North,Electronics,2024-07-12,1155.13,none
2106,835,South,Home & Kitchen,2024-12-18,4761.93,none
2107,1495,North,Home & Kitchen,2025-02-20,134.05,none
2108,5007,East,Apparel,2025-02-09,478.06,none
2109,5068,East,Home & Kitchen,2024-08-28,22281.73,none
2110,2526,South,Home & Kitchen,2025-05-14,968.34,none
2111,2760,Central,Apparel,2024-04-04,203.63,none
2112,1090,Central,Home & Kitchen,2024-11-05,9100.08,none
2113,2163,Central,Electronics,2025-12-12,3423.21,none
2114,5126,North,Grocery,2025-03-13,117.3,A_flat10
2115,4117,South,Apparel,2024-04-18,348.48,none
2116,3625,South,Home & Kitchen,2025-03-26,221.68,B_tiered
2117,1435,Central,Sports,2025-08-17,268.02,none
2118,3977,Central,Electronics,2024-08-29,1323.65,none
2119,5036,South,Electronics,2024-05-21,1897.0,none
2120,5147,West,Beauty,2024-08-01,2142.42,none
2121,3113,West,Apparel,2025-07-04,640.04,none
2122,820,East,Grocery,2025-05-02,391.67,none
2123,5026,South,Grocery,2025-04-17,1225.8,none
2124,2810,North,Beauty,2024-06-13,35.25,none
2125,197,North,Grocery,2024-02-12,272.76,none
2126,412,South,Home & Kitchen,2024-02-15,233.65,none
2127,2995,East,Beauty,2024-12-25,1702.71,none
2128,4352,West,Sports,2024-02-09,776.53,none
2129,4914,South,Electronics,2025-11-16,1111.26,none
2130,4930,West,Electronics,2024-09-01,5128.74,none
2131,3006,Central,Home & Kitchen,2025-01-31,409.76,none
2132,5111,West,Home & Kitchen,2025-12-14,434.39,none
2133,759,East,Apparel,2024-12-26,2024.78,none
2134,476,North,Beauty,2024-12-26,2167.01,none
2135,156,North,Beauty,2024-02-27,869.2,none
2136,4033,South,Grocery,2024-08-17,405.35,none
2137,4778,Central,Grocery,2024-02-25,368.82,none
2138,4375,South,Apparel,2025-05-03,740.25,none
2139,4904,South,Beauty,2024-12-15,747.78,none
2140,2845,West,Electronics,2024-04-13,893.91,none
2141,3977,Central,Sports,2025-12-23,268.28,none
2142,1739,East,Home & Kitchen,2025-09-26,348.79,none
2143,3995,North,Grocery,2024-02-01,166.61,none
2144,3921,South,Home & Kitchen,2025-12-27,189.54,none
2145,2253,South,Grocery,2025-04-19,134.96,none
2146,223,Central,Beauty,2025-03-31,867.51,none
2147,1376,West,Beauty,2025-10-05,467.95,none
2148,4615,North,Sports,2024-03-28,918.27,none
2149,3051,North,Grocery,2025-10-30,869.98,none
2150,2096,East,Home & Kitchen,2025-11-06,867.43,none
2151,4942,Central,Sports,2025-06-15,582.45,none
2152,1895,West,Electronics,2024-03-21,4468.06,none
2153,1692,West,Grocery,2025-02-04,553.34,none
2154,4018,North,Apparel,2024-04-07,1179.56,none
2155,1840,North,Electronics,2024-08-02,2271.79,none
2156,2307,Central,Apparel,2025-06-07,882.29,none
2157,3757,East,Apparel,2024-10-10,144.94,none
2158,2222,East,Beauty,2025-06-12,215.43,none
2159,1664,Central,Apparel,2024-12-13,1238.96,none
2160,79,North,Home & Kitchen,2024-06-13,357.49,none
2161,4486,North,Grocery,2024-10-24,427.74,none
2162,2726,West,Electronics,2025-05-14,1787.92,none
2163,4439,East,Beauty,2025-08-18,1040.79,none
2164,3205,North,Sports,2025-11-07,10021.55,none
2165,1024,West,Apparel,2025-11-06,1779.14,none
2166,1880,Central,Beauty,2025-08-31,125.16,none
2167,2159,East,Apparel,2024-10-01,1442.54,none
2168,3844,East,Apparel,2024-07-12,1143.44,none
2169,2846,West,Apparel,2024-12-13,520.85,none
2170,3305,East,Home & Kitchen,2024-09-08,2962.88,none
2171,3922,East,Apparel,2025-05-29,962.33,none
2172,1411,South,Apparel,2025-12-13,149.84,none
2173,4597,West,Home & Kitchen,2025-12-02,2781.94,none
2174,2341,West,Grocery,2024-12-04,517.1,none
2175,3436,West,Apparel,2024-12-04,1016.61,none
2176,1126,South,Home & Kitchen,2025-09-18,862.73,none
2177,1207,South,Beauty,2025-04-30,892.83,none
2178,3821,West,Electronics,2024-01-23,2885.05,none
2179,1814,East,Sports,2024-06-10,1867.44,none
2180,4567,Central,Grocery,2024-01-24,638.06,none
2181,3454,North,Electronics,2024-02-12,575.93,none
2182,3458,East,Home & Kitchen,2024-05-01,1504.98,none
2183,1960,Central,Grocery,2024-11-27,159.99,none
2184,4707,North,Home & Kitchen,2024-07-17,533.09,none
2185,4930,West,Apparel,2025-03-09,2113.73,A_flat10
2186,1331,North,Beauty,2025-10-07,77.42,none
2187,2656,Central,Beauty,2024-03-07,551.28,none
2188,4726,Central,Sports,2024-04-14,482.29,none
2189,510,South,Electronics,2025-02-25,368.59,none
2190,1531,Central,Beauty,2025-08-22,375.24,none
2191,4980,Central,Home & Kitchen,2025-04-16,87.84,none
2192,2501,Central,Electronics,2025-05-19,388.38,none
2193,4965,South,Apparel,2025-11-08,461.47,none
2194,1959,West,Home & Kitchen,2024-12-08,403.35,none
2195,2731,East,Apparel,2024-07-28,728.29,none
2196,2346,East,Electronics,2025-01-17,1817.45,none
2197,2364,South,Beauty,2025-08-24,515.39,none
2198,4784,Central,Home & Kitchen,2025-02-27,171.96,none
2199,3615,Central,Grocery,2025-12-05,153.46,none
2200,4935,East,Sports,2024-08-10,828.86,none
2201,1699,East,Electronics,2025-04-27,1566.06,none
2202,5172,South,Grocery,2025-08-04,435.36,none
2203,3681,Central,Sports,2024-12-25,1197.56,none
2204,661,South,Grocery,2024-05-02,177.64,none
2205,2136,West,Electronics,2025-10-31,426.17,none
2206,1286,West,Electronics,2024-05-01,3001.39,none
2207,1218,East,Home & Kitchen,2025-01-24,588.85,none
2208,4849,South,Sports,2025-03-26,569.01,B_tiered
2209,5005,South,Grocery,2024-05-30,123.13,none
2210,74,East,Apparel,2024-08-21,685.94,none
2211,698,East,Electronics,2025-03-30,867.05,B_tiered
2212,1430,East,Grocery,2024-01-11,374.56,none
2213,4419,East,Home & Kitchen,2025-07-09,520.82,none
2214,3172,East,Grocery,2025-04-14,502.44,none
2215,2935,East,Home & Kitchen,2025-06-30,539.47,none
2216,3105,South,Grocery,2025-08-10,1115.76,none
2217,4960,North,Apparel,2025-08-02,1622.84,none
2218,1421,East,Beauty,2025-04-30,1019.46,none
2219,616,East,Apparel,2024-11-18,6231.17,none
2220,3154,North,Home & Kitchen,2024-12-12,669.24,none
2221,5047,West,Electronics,2025-06-04,1334.49,none
2222,3691,West,Apparel,2025-05-19,158.47,none
2223,4653,West,Sports,2024-03-05,121.8,none
2224,4675,Central,Electronics,2024-11-17,1091.33,none
2225,1131,West,Grocery,2025-06-29,247.55,none
2226,3564,East,Electronics,2025-04-14,1517.83,none
2227,4493,Central,Beauty,2024-02-08,514.55,none
2228,510,South,Sports,2024-10-31,1317.3,none
2229,3385,North,Home & Kitchen,2025-08-25,1073.48,none
2230,1403,North,Beauty,2025-06-17,646.56,none
2231,4278,East,Apparel,2024-03-22,193.54,none
2232,1155,East,Grocery,2025-11-28,1709.19,none
2233,1928,South,Electronics,2024-05-25,506.66,none
2234,3522,Central,Apparel,2025-06-28,505.43,none
2235,2884,Central,Electronics,2025-09-13,555.21,none
2236,597,North,Home & Kitchen,2025-03-11,275.06,A_flat10
2237,1169,South,Grocery,2024-03-09,518.9,none
2238,4618,East,Sports,2024-04-16,788.68,none
2239,5151,South,Grocery,2024-05-21,98.99,none
2240,3612,East,Sports,2024-03-06,785.73,none
2241,50,West,Electronics,2024-01-18,390.8,none
2242,3868,West,Apparel,2024-01-13,503.35,none
2243,3341,West,Electronics,2024-12-11,1639.23,none
2244,2130,Central,Home & Kitchen,2024-12-26,1721.83,none
2245,1180,Central,Beauty,2024-09-14,628.86,none
2246,844,North,Grocery,2024-07-17,66.48,none
2247,421,West,Electronics,2024-04-23,1747.61,none
2248,3318,East,Grocery,2024-05-03,502.63,none
2249,1742,Central,Electronics,2024-11-29,2447.98,none
2250,2675,South,Grocery,2024-07-07,162.56,none
2251,2719,West,Grocery,2025-01-24,579.86,none
2252,3151,South,Electronics,2025-12-05,2545.89,none
2253,3087,West,Electronics,2025-12-14,551.81,none
2254,2682,West,Electronics,2024-06-10,1068.94,none
2255,787,West,Grocery,2024-12-03,716.79,none
2256,137,Central,Home & Kitchen,2025-01-20,986.45,none
2257,2989,West,Grocery,2024-07-27,435.06,none
2258,2191,East,Grocery,2025-12-17,109.9,none
2259,2122,Central,Apparel,2024-05-31,476.61,none
2260,2222,East,Home & Kitchen,2024-04-08,466.38,none
2261,569,North,Apparel,2024-04-08,523.17,none
2262,909,North,Beauty,2024-06-25,89.88,none
2263,3441,Central,Beauty,2024-01-06,580.58,none
2264,2652,West,Grocery,2025-03-07,605.53,A_flat10
2265,3164,Central,Home & Kitchen,2025-11-15,1157.73,none
2266,650,West,Electronics,2025-06-14,1845.24,none
2267,4239,North,Home & Kitchen,2025-07-06,15.69,none
2268,1925,North,Beauty,2025-09-14,176.47,none
2269,3181,North,Beauty,2025-02-17,1069.47,none
2270,2404,Central,Grocery,2025-04-27,469.26,none
2271,2415,Central,Electronics,2025-07-27,1305.02,none
2272,4057,South,Home & Kitchen,2024-01-21,705.75,none
2273,553,Central,Apparel,2024-07-31,543.15,none
2274,379,South,Electronics,2024-06-06,706.82,none
2275,509,East,Beauty,2025-03-03,465.09,A_flat10
2276,5179,West,Electronics,2025-02-04,643.52,none
2277,4834,North,Electronics,2024-05-09,1031.43,none
2278,3641,East,Apparel,2024-03-31,1502.21,none
2279,2311,North,Apparel,2025-09-07,256.53,none
2280,431,North,Beauty,2024-04-08,363.33,none
2281,4273,East,Electronics,2025-08-17,3208.98,none
2282,960,Central,Home & Kitchen,2025-08-16,566.21,none
2283,1407,South,Apparel,2025-08-25,343.7,none
2284,4380,West,Electronics,2025-07-03,623.77,none
2285,1329,Central,Grocery,2025-08-07,404.61,none
2286,4403,North,Apparel,2024-05-26,4086.54,none
2287,4092,West,Apparel,2024-09-12,1561.37,none
2288,4362,West,Grocery,2024-12-26,255.04,none
2289,3507,East,Grocery,2025-10-07,469.76,none
2290,1822,North,Electronics,2025-12-15,3729.73,none
2291,3395,Central,Grocery,2024-09-28,555.8,none
2292,4323,West,Apparel,2025-03-07,1977.0,A_flat10
2293,3900,North,Home & Kitchen,2025-11-23,849.09,none
2294,4491,South,Electronics,2025-06-12,939.5,none
2295,5121,North,Apparel,2024-12-24,358.97,none
2296,3594,Central,Sports,2025-04-22,455.6,none
2297,4839,North,Beauty,2025-10-25,1227.03,none
2298,1402,Central,Home & Kitchen,2024-11-02,4071.1,none
2299,5072,West,Electronics,2025-04-30,3667.25,none
2300,4745,East,Grocery,2025-08-19,72.58,none
2301,213,South,Apparel,2024-12-05,274.21,none
2302,3067,West,Grocery,2024-02-27,416.5,none
2303,2593,North,Home & Kitchen,2024-03-04,913.53,none
2304,4246,West,Sports,2025-03-18,643.76,B_tiered
2305,631,East,Beauty,2024-01-27,267.97,none
2306,2732,Central,Apparel,2024-10-27,243.13,none
2307,2586,West,Grocery,2024-01-18,449.95,none
2308,2045,North,Electronics,2025-10-01,2063.78,none
2309,5165,South,Grocery,2025-08-19,451.99,none
2310,2795,North,Sports,2025-03-28,6058.11,B_tiered
2311,2137,North,Grocery,2025-10-08,632.07,none
2312,4460,East,Grocery,2024-07-17,22.96,none
2313,703,West,Home & Kitchen,2025-11-10,453.58,none
2314,1482,South,Home & Kitchen,2025-07-11,957.77,none
2315,1439,West,Electronics,2025-10-14,849.95,none
2316,4868,North,Home & Kitchen,2024-10-15,607.69,none
2317,4590,East,Beauty,2024-06-28,239.55,none
2318,3147,South,Electronics,2025-07-21,1359.03,none
2319,1646,North,Apparel,2024-12-09,357.75,none
2320,2414,Central,Electronics,2024-03-23,1199.08,none
2321,2966,Central,Electronics,2025-12-23,466.43,none
2322,2801,West,Beauty,2024-09-24,115.51,none
2323,1322,North,Beauty,2024-05-22,173.62,none
2324,658,North,Home & Kitchen,2025-02-18,535.1,none
2325,4730,South,Grocery,2024-12-08,368.67,none
2326,3328,South,Grocery,2024-04-01,289.91,none
2327,734,South,Home & Kitchen,2024-11-03,2599.34,none
2328,5155,North,Home & Kitchen,2025-01-03,1304.58,none
2329,2127,Central,Electronics,2024-09-17,501.41,none
2330,3813,Central,Apparel,2025-10-05,1122.22,none
2331,898,South,Apparel,2025-04-02,240.72,none
2332,4862,East,Electronics,2024-02-16,110.59,none
2333,401,North,Beauty,2025-01-31,270.78,none
2334,4986,Central,Beauty,2024-11-15,184.53,none
2335,3783,West,Sports,2025-10-26,607.0,none
2336,1177,Central,Home & Kitchen,2025-08-02,674.15,none
2337,918,North,Grocery,2024-09-01,353.5,none
2338,4361,South,Grocery,2024-03-27,247.82,none
2339,205,West,Apparel,2025-04-29,119.18,none
2340,572,East,Beauty,2024-02-07,447.51,none
2341,3500,West,Apparel,2024-06-10,410.47,none
2342,391,West,Electronics,2024-12-19,731.79,none
2343,2810,North,Apparel,2025-11-01,818.01,none
2344,2981,South,Grocery,2025-11-21,283.11,none
2345,90,West,Home & Kitchen,2024-02-26,2019.87,none
2346,1947,East,Beauty,2025-04-25,504.99,none
2347,145,South,Apparel,2024-10-13,581.43,none
2348,5037,East,Beauty,2025-09-19,177.84,none
2349,1111,South,Grocery,2025-10-09,966.97,none
2350,3589,North,Sports,2025-11-16,40863.36,none
2351,3504,South,Apparel,2025-06-11,7209.03,none
2352,4024,West,Electronics,2025-01-09,347.7,none
2353,1733,Central,Sports,2024-03-12,932.01,none
2354,936,North,Beauty,2024-02-22,615.84,none
2355,2747,Central,Grocery,2024-12-07,1812.15,none
2356,3614,North,Home & Kitchen,2024-03-15,765.59,none
2357,3932,East,Apparel,2025-01-23,549.23,none
2358,257,East,Electronics,2025-06-06,1032.79,none
2359,3919,North,Electronics,2025-02-11,2958.0,none
2360,562,East,Home & Kitchen,2025-04-27,3328.71,none
2361,2712,West,Beauty,2025-06-13,157.2,none
2362,2882,Central,Electronics,2024-06-16,1136.29,none
2363,636,East,Electronics,2024-11-30,1526.0,none
2364,5026,South,Grocery,2025-07-07,1134.04,none
2365,3312,Central,Beauty,2025-02-16,554.28,none
2366,1160,West,Apparel,2024-06-25,23584.46,none
2367,267,North,Apparel,2024-09-22,492.78,none
2368,4037,West,Electronics,2025-02-13,1158.1,none
2369,4382,West,Home & Kitchen,2024-03-25,815.39,none
2370,458,Central,Grocery,2024-09-27,312.19,none
2371,1329,Central,Grocery,2024-12-05,525.2,none
2372,3338,South,Beauty,2025-05-28,1060.6,none
2373,2170,Central,Apparel,2024-12-20,850.64,none
2374,1769,North,Apparel,2025-05-13,831.57,none
2375,2197,North,Home & Kitchen,2025-09-14,451.44,none
2376,2607,North,Apparel,2025-08-24,27.27,none
2377,937,North,Apparel,2024-07-11,321.86,none
2378,2002,South,Apparel,2024-07-24,432.79,none
2379,358,West,Grocery,2025-12-23,488.17,none
2380,30,South,Beauty,2024-10-19,425.99,none
2381,5083,West,Sports,2024-04-04,305.66,none
2382,285,North,Grocery,2024-06-14,232.55,none
2383,222,South,Electronics,2024-05-30,1218.55,none
2384,4642,South,Electronics,2025-01-19,2299.98,none
2385,5088,East,Home & Kitchen,2025-05-24,432.04,none
2386,4402,South,Electronics,2024-02-02,1676.65,none
2387,705,East,Grocery,2025-05-24,6445.48,none
2388,3320,West,Apparel,2025-10-14,606.4,none
2389,3623,North,Grocery,2024-09-03,313.01,none
2390,4023,West,Sports,2024-09-04,899.41,none
2391,565,South,Electronics,2025-09-27,2933.4,none
2392,2015,South,Beauty,2024-08-27,126.69,none
2393,1423,West,Apparel,2025-08-07,434.01,none
2394,3404,Central,Grocery,2024-10-28,263.26,none
2395,1776,Central,Grocery,2024-03-24,297.08,none
2396,2625,East,Beauty,2024-08-27,344.26,none
2397,3257,West,Beauty,2025-12-12,775.43,none
2398,4512,Central,Home & Kitchen,2025-04-26,346.82,none
2399,4801,Central,Grocery,2025-06-05,488.93,none
2400,3610,South,Beauty,2025-11-14,1160.73,none
2401,793,East,Grocery,2024-11-08,454.09,none
2402,4636,North,Grocery,2025-01-07,851.1,none
2403,1048,North,Beauty,2025-06-26,775.28,none
2404,276,Central,Grocery,2025-08-13,5089.9,none
2405,2263,West,Grocery,2024-10-23,95.63,none
2406,3559,West,Apparel,2024-08-26,368.38,none
2407,758,West,Beauty,2024-09-06,780.5,none
2408,1539,West,Grocery,2024-10-31,163.19,none
2409,405,East,Beauty,2024-02-12,556.63,none
2410,3209,West,Grocery,2025-10-19,90.75,none
2411,3683,West,Apparel,2024-11-25,354.85,none
2412,2686,East,Beauty,2024-02-08,1224.55,none
